Fim da primeira fase ... 
0.01
Fim da segunda fase ... 
36260
362.6
Total: 362.61
Suportadas = 56
2 44 11 5
7 21 9 6
35 39 9 6
6 32 15 4
11 19 5 8
1 9 16 4
33 38 22 3
(344 207)

Arvore 39
0 1 3 3
8 27 3 3
10 28 3 4
23 39 5 4
4 13 6 4
6 41 6 4
10 30 6 4
18 25 6 4
30 44 6 4
34 36 6 4
11 14 10 3
20 25 7 4
14 39 11 3
31 44 11 3
10 40 8 4
12 23 8 4
5 44 9 4
9 34 9 4
12 30 9 4
15 31 6 5
23 29 6 5
5 43 3 6
3 17 10 4
14 37 10 4
30 36 10 4
3 29 8 5
12 22 5 6
13 37 5 6
26 41 6 6
16 38 13 4
18 30 10 5
6 23 7 6
7 27 7 6
5 27 4 7
4 38 14 4
2 44 11 5
20 42 8 6
24 28 8 6
6 32 15 4
7 21 9 6
35 39 9 6
0 5 19 3
11 19 5 8
33 38 22 3
(362 201)

Arvore 40
0 1 3 3
8 27 3 3
10 28 3 4
23 39 5 4
4 13 6 4
6 41 6 4
10 30 6 4
18 25 6 4
30 44 6 4
34 36 6 4
11 14 10 3
20 25 7 4
14 39 11 3
31 44 11 3
10 40 8 4
12 23 8 4
5 44 9 4
9 34 9 4
12 30 9 4
15 31 6 5
23 29 6 5
3 17 10 4
14 37 10 4
30 36 10 4
5 43 3 6
3 29 8 5
12 22 5 6
13 37 5 6
16 38 13 4
26 41 6 6
18 30 10 5
4 38 14 4
6 23 7 6
7 27 7 6
2 44 11 5
5 27 4 7
6 32 15 4
20 42 8 6
24 28 8 6
0 5 19 3
21 32 16 4
35 39 9 6
33 38 22 3
11 19 5 8
(369 199)

Arvore 41
0 1 3 3
8 27 3 3
10 28 3 4
23 39 5 4
4 13 6 4
6 41 6 4
10 30 6 4
18 25 6 4
30 44 6 4
34 36 6 4
11 14 10 3
20 25 7 4
14 39 11 3
31 44 11 3
10 40 8 4
12 23 8 4
5 44 9 4
9 34 9 4
12 30 9 4
15 31 6 5
23 29 6 5
3 17 10 4
14 37 10 4
30 36 10 4
5 43 3 6
3 29 8 5
12 22 5 6
13 37 5 6
16 38 13 4
26 41 6 6
18 30 10 5
4 38 14 4
6 23 7 6
7 27 7 6
2 44 11 5
6 32 15 4
7 16 15 4
0 5 19 3
20 42 8 6
24 28 8 6
21 32 16 4
35 39 9 6
33 38 22 3
11 19 5 8
(380 196)

Arvore 42
0 1 3 3
8 27 3 3
10 28 3 4
23 39 5 4
11 14 10 3
4 13 6 4
6 41 6 4
10 30 6 4
18 25 6 4
30 44 6 4
34 36 6 4
14 39 11 3
31 44 11 3
20 25 7 4
10 40 8 4
12 23 8 4
5 44 9 4
9 34 9 4
12 30 9 4
23 36 14 3
3 17 10 4
14 37 10 4
15 31 6 5
23 29 6 5
5 43 3 6
3 29 8 5
22 43 17 3
16 38 13 4
13 37 5 6
4 38 14 4
18 30 10 5
0 5 19 3
26 41 6 6
6 32 15 4
7 16 15 4
2 44 11 5
6 23 7 6
7 27 7 6
21 32 16 4
20 42 8 6
24 28 8 6
33 38 22 3
35 39 9 6
19 25 21 4
(412 188)

Arvore 43
0 1 3 3
8 27 3 3
10 28 3 4
23 39 5 4
11 14 10 3
4 13 6 4
6 41 6 4
10 30 6 4
18 25 6 4
30 44 6 4
34 36 6 4
14 39 11 3
31 44 11 3
20 25 7 4
10 40 8 4
12 23 8 4
5 44 9 4
9 34 9 4
12 30 9 4
23 36 14 3
3 17 10 4
14 37 10 4
15 31 6 5
23 29 6 5
5 43 3 6
22 43 17 3
3 29 8 5
16 38 13 4
4 38 14 4
4 39 14 4
0 5 19 3
18 30 10 5
6 32 15 4
7 16 15 4
26 41 6 6
2 44 11 5
21 32 16 4
32 38 16 4
7 27 7 6
20 42 8 6
24 28 8 6
33 38 22 3
35 39 9 6
19 25 21 4
(430 184)

Arvore 44
0 1 3 3
8 27 3 3
10 28 3 4
23 39 5 4
11 14 10 3
4 13 6 4
6 41 6 4
10 30 6 4
18 25 6 4
30 44 6 4
34 36 6 4
14 39 11 3
31 44 11 3
20 25 7 4
10 40 8 4
12 23 8 4
5 44 9 4
9 34 9 4
12 30 9 4
23 36 14 3
3 17 10 4
14 37 10 4
15 31 6 5
23 29 6 5
22 43 17 3
5 43 3 6
3 29 8 5
16 38 13 4
4 38 14 4
4 39 14 4
0 5 19 3
18 30 10 5
6 32 15 4
7 16 15 4
26 41 6 6
2 44 11 5
21 32 16 4
32 38 16 4
1 8 21 3
33 38 22 3
20 42 8 6
24 28 8 6
35 39 9 6
19 25 21 4
(444 181)

Arvore 45
0 1 3 3
8 27 3 3
10 28 3 4
11 14 10 3
23 39 5 4
14 39 11 3
31 44 11 3
4 13 6 4
6 41 6 4
10 30 6 4
18 25 6 4
30 44 6 4
34 36 6 4
20 25 7 4
10 40 8 4
12 23 8 4
23 36 14 3
5 44 9 4
9 34 9 4
12 30 9 4
3 17 10 4
14 37 10 4
15 31 6 5
23 29 6 5
22 43 17 3
12 17 13 4
16 38 13 4
5 43 3 6
0 5 19 3
4 38 14 4
4 39 14 4
6 32 15 4
7 16 15 4
9 18 15 4
1 8 21 3
21 32 16 4
32 38 16 4
2 44 11 5
26 41 6 6
33 38 22 3
20 42 8 6
24 28 8 6
35 39 9 6
19 25 21 4
(454 179)

Arvore 46
0 1 3 3
8 27 3 3
11 14 10 3
10 28 3 4
14 39 11 3
31 44 11 3
23 39 5 4
4 13 6 4
6 41 6 4
10 30 6 4
18 25 6 4
30 44 6 4
34 36 6 4
23 36 14 3
20 25 7 4
10 40 8 4
12 23 8 4
5 44 9 4
9 34 9 4
12 30 9 4
22 43 17 3
3 17 10 4
14 37 10 4
0 5 19 3
12 17 13 4
16 38 13 4
1 8 21 3
15 31 6 5
23 29 6 5
4 38 14 4
4 39 14 4
33 38 22 3
6 32 15 4
7 16 15 4
9 18 15 4
14 41 23 3
21 32 16 4
5 43 3 6
2 44 11 5
19 25 21 4
26 41 6 6
20 42 8 6
24 28 8 6
35 39 9 6
(461 178)

Arvore 47
0 1 3 3
8 27 3 3
11 14 10 3
14 39 11 3
31 44 11 3
10 28 3 4
23 39 5 4
23 36 14 3
4 13 6 4
6 41 6 4
10 30 6 4
18 25 6 4
30 44 6 4
34 36 6 4
20 25 7 4
10 40 8 4
12 23 8 4
22 43 17 3
5 44 9 4
9 34 9 4
12 30 9 4
3 17 10 4
14 37 10 4
0 5 19 3
1 8 21 3
12 17 13 4
16 38 13 4
30 38 22 3
33 38 22 3
4 38 14 4
15 31 6 5
23 29 6 5
14 41 23 3
6 32 15 4
7 16 15 4
9 18 15 4
21 32 16 4
2 44 11 5
5 43 3 6
19 25 21 4
26 41 6 6
39 42 16 5
24 28 8 6
35 39 9 6
(477 176)

Arvore 48
0 1 3 3
8 27 3 3
11 14 10 3
14 39 11 3
31 44 11 3
10 28 3 4
23 39 5 4
23 36 14 3
4 13 6 4
6 41 6 4
10 30 6 4
18 25 6 4
30 44 6 4
34 36 6 4
20 25 7 4
10 40 8 4
12 23 8 4
22 43 17 3
5 44 9 4
9 34 9 4
12 30 9 4
3 17 10 4
14 37 10 4
0 5 19 3
1 8 21 3
12 17 13 4
16 38 13 4
30 38 22 3
33 38 22 3
4 38 14 4
14 41 23 3
15 23 23 3
23 29 6 5
6 32 15 4
7 16 15 4
9 18 15 4
21 32 16 4
2 44 11 5
5 43 3 6
19 25 21 4
26 41 6 6
39 42 16 5
24 28 8 6
35 39 9 6
(494 174)

Arvore 49
0 1 3 3
8 27 3 3
11 14 10 3
14 39 11 3
31 44 11 3
10 28 3 4
23 36 14 3
23 39 5 4
4 13 6 4
6 41 6 4
10 30 6 4
18 25 6 4
30 44 6 4
34 36 6 4
22 43 17 3
20 25 7 4
10 40 8 4
12 23 8 4
0 5 19 3
5 44 9 4
9 34 9 4
12 30 9 4
3 17 10 4
14 37 10 4
1 8 21 3
30 38 22 3
33 38 22 3
14 41 23 3
15 23 23 3
12 17 13 4
16 38 13 4
7 12 24 3
4 38 14 4
6 32 15 4
9 18 15 4
21 32 16 4
23 29 6 5
19 25 21 4
2 44 11 5
5 43 3 6
5 42 25 4
26 41 6 6
24 28 8 6
35 39 9 6
(512 172)

Arvore 50
0 1 3 3
8 27 3 3
11 14 10 3
14 39 11 3
31 44 11 3
23 36 14 3
10 28 3 4
23 39 5 4
22 43 17 3
4 13 6 4
6 41 6 4
10 30 6 4
18 25 6 4
30 44 6 4
34 36 6 4
20 25 7 4
0 5 19 3
10 40 8 4
12 23 8 4
5 44 9 4
9 34 9 4
12 30 9 4
1 8 21 3
3 17 10 4
14 37 10 4
30 38 22 3
33 38 22 3
14 41 23 3
15 23 23 3
7 12 24 3
12 17 13 4
16 38 13 4
4 38 14 4
6 32 15 4
9 18 15 4
21 32 16 4
23 29 6 5
19 25 21 4
2 44 11 5
5 42 25 4
5 43 3 6
18 26 17 5
24 28 8 6
35 39 9 6
(523 171)

Arvore 51
0 1 3 3
8 27 3 3
11 14 10 3
14 39 11 3
31 44 11 3
23 36 14 3
10 28 3 4
22 43 17 3
23 39 5 4
4 13 6 4
6 41 6 4
10 30 6 4
18 25 6 4
30 44 6 4
34 36 6 4
0 5 19 3
20 25 7 4
10 40 8 4
12 23 8 4
1 8 21 3
5 44 9 4
9 34 9 4
12 30 9 4
30 38 22 3
33 38 22 3
3 17 10 4
14 37 10 4
14 41 23 3
15 23 23 3
7 12 24 3
12 17 13 4
16 38 13 4
4 38 14 4
6 32 15 4
9 18 15 4
21 32 16 4
18 29 18 4
19 25 21 4
2 44 11 5
5 42 25 4
5 43 3 6
18 26 17 5
24 28 8 6
35 39 9 6
(535 170)

Arvore 52
0 1 3 3
8 27 3 3
11 14 10 3
14 39 11 3
31 44 11 3
23 36 14 3
22 43 17 3
10 28 3 4
0 5 19 3
23 39 5 4
4 13 6 4
6 41 6 4
10 30 6 4
18 25 6 4
30 44 6 4
34 36 6 4
1 8 21 3
20 25 7 4
30 38 22 3
33 38 22 3
10 40 8 4
12 23 8 4
14 41 23 3
15 23 23 3
5 44 9 4
9 34 9 4
12 30 9 4
7 12 24 3
3 17 10 4
14 37 10 4
12 17 13 4
16 38 13 4
4 38 14 4
6 32 15 4
9 18 15 4
21 32 16 4
18 29 18 4
19 25 21 4
5 42 25 4
2 44 11 5
18 26 17 5
5 43 3 6
20 35 22 5
24 28 8 6
(548 169)

Arvore 53
0 1 3 3
8 27 3 3
11 14 10 3
14 39 11 3
31 44 11 3
23 36 14 3
22 43 17 3
10 28 3 4
0 5 19 3
23 39 5 4
1 8 21 3
4 13 6 4
6 41 6 4
10 30 6 4
18 25 6 4
30 44 6 4
34 36 6 4
30 38 22 3
33 38 22 3
20 25 7 4
14 41 23 3
15 23 23 3
10 40 8 4
12 23 8 4
7 12 24 3
8 34 24 3
5 44 9 4
9 34 9 4
3 17 10 4
14 37 10 4
17 33 28 3
16 38 13 4
4 38 14 4
6 32 15 4
9 18 15 4
21 32 16 4
18 29 18 4
19 25 21 4
5 42 25 4
2 44 11 5
18 26 17 5
5 43 3 6
20 35 22 5
24 28 8 6
(578 167)

Arvore 54
0 1 3 3
8 27 3 3
11 14 10 3
14 39 11 3
31 44 11 3
23 36 14 3
22 43 17 3
0 5 19 3
10 28 3 4
1 8 21 3
23 39 5 4
30 38 22 3
33 38 22 3
4 13 6 4
6 41 6 4
10 30 6 4
18 25 6 4
30 44 6 4
34 36 6 4
14 41 23 3
15 23 23 3
20 25 7 4
7 12 24 3
8 34 24 3
10 40 8 4
12 23 8 4
5 44 9 4
9 34 9 4
3 17 10 4
14 37 10 4
17 33 28 3
16 38 13 4
4 44 30 3
6 32 15 4
9 18 15 4
21 32 16 4
18 29 18 4
19 25 21 4
5 42 25 4
2 44 11 5
18 26 17 5
5 43 3 6
20 35 22 5
24 28 8 6
(594 166)

Arvore 55
0 1 3 3
8 27 3 3
11 14 10 3
14 39 11 3
31 44 11 3
23 36 14 3
22 43 17 3
0 5 19 3
10 28 3 4
1 8 21 3
30 38 22 3
33 38 22 3
23 39 5 4
14 41 23 3
15 23 23 3
4 13 6 4
6 41 6 4
10 30 6 4
18 25 6 4
30 44 6 4
34 36 6 4
7 12 24 3
8 34 24 3
20 25 7 4
10 40 8 4
12 23 8 4
5 44 9 4
9 34 9 4
3 17 10 4
14 37 10 4
17 33 28 3
4 44 30 3
16 38 13 4
6 32 15 4
9 18 15 4
21 32 16 4
18 29 18 4
19 25 21 4
5 42 25 4
1 2 97 0
18 26 17 5
5 43 3 6
20 35 22 5
24 28 8 6
(680 161)

Arvore 56
1 2 97 0
0 1 3 3
8 27 3 3
11 14 10 3
14 39 11 3
31 44 11 3
23 36 14 3
22 43 17 3
0 5 19 3
1 8 21 3
30 38 22 3
33 38 22 3
14 41 23 3
15 23 23 3
7 12 24 3
8 34 24 3
17 33 28 3
4 44 30 3
10 28 3 4
23 39 5 4
4 13 6 4
6 41 6 4
10 30 6 4
18 25 6 4
30 44 6 4
34 36 6 4
20 25 7 4
10 40 8 4
12 23 8 4
5 44 9 4
9 34 9 4
3 17 10 4
14 37 10 4
16 38 13 4
6 32 15 4
9 18 15 4
21 32 16 4
18 29 18 4
19 25 21 4
5 42 25 4
18 26 17 5
17 43 21 5
20 35 22 5
24 28 8 6
(698 160)


NAO SUPORTADAS: 
Arvore 57
0 1 3 3
8 27 3 3
10 28 3 4
5 43 3 6
3 4 3 10
12 29 3 11
12 34 3 11
19 27 3 11
27 42 3 11
1 4 3 12
10 16 3 12
20 33 3 13
11 21 3 18
3 27 3 20
12 16 3 24
4 25 3 25
4 31 3 25
39 44 3 27
5 27 4 7
26 31 4 7
27 39 3 28
36 43 4 8
25 28 4 9
9 35 4 11
24 42 4 12
2 38 4 13
21 42 4 15
38 43 4 15
30 33 4 16
13 33 4 18
17 31 4 18
6 13 4 21
4 37 4 23
12 40 4 23
19 30 4 23
23 39 5 4
12 22 5 6
9 27 5 7
14 43 5 11
8 15 5 18
13 18 5 21
12 32 5 25
24 41 5 25
7 36 5 28
(166 658)

Arvore 58
0 1 3 3
8 27 3 3
10 28 3 4
5 43 3 6
3 4 3 10
12 29 3 11
12 34 3 11
19 27 3 11
27 42 3 11
1 4 3 12
10 16 3 12
20 33 3 13
11 21 3 18
3 27 3 20
12 16 3 24
4 25 3 25
4 31 3 25
39 44 3 27
5 27 4 7
26 31 4 7
27 39 3 28
36 43 4 8
25 28 4 9
9 35 4 11
24 42 4 12
2 38 4 13
0 2 0 97
21 42 4 15
30 33 4 16
13 33 4 18
17 31 4 18
6 13 4 21
4 37 4 23
12 40 4 23
19 30 4 23
23 39 5 4
12 22 5 6
9 27 5 7
14 43 5 11
8 15 5 18
13 18 5 21
6 41 6 4
29 32 5 25
7 9 6 8
(164 699)

Arvore 59
0 1 3 3
8 27 3 3
10 28 3 4
5 43 3 6
3 4 3 10
12 29 3 11
12 34 3 11
19 27 3 11
27 42 3 11
1 4 3 12
10 16 3 12
20 33 3 13
11 21 3 18
3 27 3 20
12 16 3 24
4 25 3 25
4 31 3 25
39 44 3 27
5 27 4 7
26 31 4 7
27 39 3 28
36 43 4 8
25 28 4 9
9 35 4 11
24 42 4 12
2 38 4 13
0 2 0 97
21 42 4 15
30 33 4 16
13 33 4 18
17 31 4 18
6 13 4 21
4 37 4 23
12 40 4 23
19 30 4 23
23 39 5 4
12 22 5 6
9 27 5 7
14 43 5 11
8 15 5 18
6 41 6 4
18 25 6 4
12 32 5 25
7 9 6 8
(165 682)

Arvore 60
0 1 3 3
8 27 3 3
10 28 3 4
5 43 3 6
3 4 3 10
12 29 3 11
12 34 3 11
19 27 3 11
27 42 3 11
1 4 3 12
10 16 3 12
20 33 3 13
11 21 3 18
3 27 3 20
12 16 3 24
5 27 4 7
26 31 4 7
4 25 3 25
4 31 3 25
36 43 4 8
25 28 4 9
39 44 3 27
27 39 3 28
9 35 4 11
24 42 4 12
2 38 4 13
21 42 4 15
38 43 4 15
30 33 4 16
13 33 4 18
17 31 4 18
6 13 4 21
23 39 5 4
12 40 4 23
19 30 4 23
12 22 5 6
13 37 5 6
9 27 5 7
14 43 5 11
8 15 5 18
13 18 5 21
6 41 6 4
12 32 5 25
7 9 6 8
(169 600)

Arvore 61
0 1 3 3
8 27 3 3
10 28 3 4
5 43 3 6
3 4 3 10
12 29 3 11
12 34 3 11
19 27 3 11
27 42 3 11
1 4 3 12
10 16 3 12
20 33 3 13
11 21 3 18
3 27 3 20
5 27 4 7
26 31 4 7
36 43 4 8
25 28 4 9
12 16 3 24
4 25 3 25
4 31 3 25
9 35 4 11
24 42 4 12
39 44 3 27
2 38 4 13
27 39 3 28
21 42 4 15
38 43 4 15
30 33 4 16
13 33 4 18
17 31 4 18
23 39 5 4
12 22 5 6
13 37 5 6
6 13 4 21
9 27 5 7
4 37 4 23
29 40 5 9
14 43 5 11
8 15 5 18
6 41 6 4
18 25 6 4
7 9 6 8
12 32 5 25
(171 569)

Arvore 62
0 1 3 3
8 27 3 3
10 28 3 4
5 43 3 6
3 4 3 10
12 29 3 11
12 34 3 11
19 27 3 11
27 42 3 11
1 4 3 12
10 16 3 12
20 33 3 13
5 27 4 7
26 31 4 7
36 43 4 8
11 21 3 18
25 28 4 9
3 27 3 20
9 35 4 11
24 42 4 12
2 38 4 13
23 39 5 4
21 42 4 15
38 43 4 15
4 25 3 25
4 31 3 25
12 22 5 6
13 37 5 6
10 12 4 16
30 33 4 16
9 27 5 7
39 44 3 27
13 33 4 18
17 31 4 18
27 39 3 28
0 37 5 9
29 40 5 9
14 43 5 11
6 13 4 21
6 41 6 4
18 25 6 4
15 31 6 5
7 9 6 8
12 32 5 25
(174 534)

Arvore 63
0 1 3 3
8 27 3 3
10 28 3 4
5 43 3 6
3 4 3 10
12 29 3 11
12 34 3 11
19 27 3 11
27 42 3 11
1 4 3 12
10 16 3 12
20 33 3 13
5 27 4 7
26 31 4 7
36 43 4 8
11 21 3 18
25 28 4 9
3 27 3 20
9 35 4 11
24 42 4 12
2 38 4 13
23 39 5 4
21 42 4 15
38 43 4 15
12 22 5 6
13 37 5 6
4 25 3 25
4 31 3 25
10 12 4 16
30 33 4 16
9 27 5 7
39 44 3 27
13 33 4 18
17 31 4 18
0 37 5 9
23 34 5 9
29 40 5 9
14 43 5 11
6 13 4 21
6 41 6 4
18 25 6 4
15 31 6 5
7 9 6 8
12 32 5 25
(176 515)

Arvore 64
0 1 3 3
8 27 3 3
10 28 3 4
5 43 3 6
3 4 3 10
12 29 3 11
12 34 3 11
19 27 3 11
27 42 3 11
1 4 3 12
10 16 3 12
20 33 3 13
5 27 4 7
26 31 4 7
36 43 4 8
25 28 4 9
11 21 3 18
9 35 4 11
3 27 3 20
24 42 4 12
23 39 5 4
2 38 4 13
12 22 5 6
13 37 5 6
21 42 4 15
38 43 4 15
9 27 5 7
34 38 5 7
10 12 4 16
30 33 4 16
4 31 3 25
0 37 5 9
23 34 5 9
29 40 5 9
13 33 4 18
17 31 4 18
39 44 3 27
14 43 5 11
6 13 4 21
6 41 6 4
18 25 6 4
15 31 6 5
7 9 6 8
12 32 5 25
(178 497)

Arvore 65
0 1 3 3
8 27 3 3
10 28 3 4
5 43 3 6
3 4 3 10
12 29 3 11
12 34 3 11
19 27 3 11
27 42 3 11
1 4 3 12
10 16 3 12
20 33 3 13
5 27 4 7
26 31 4 7
36 43 4 8
25 28 4 9
11 21 3 18
9 35 4 11
23 39 5 4
24 42 4 12
3 27 3 20
2 38 4 13
12 22 5 6
13 37 5 6
9 27 5 7
34 38 5 7
21 42 4 15
38 43 4 15
30 33 4 16
12 16 3 24
0 37 5 9
23 34 5 9
29 40 5 9
4 31 3 25
13 33 4 18
17 31 4 18
14 43 5 11
6 41 6 4
18 25 6 4
30 44 6 4
15 31 6 5
6 13 4 21
7 9 6 8
19 32 7 8
(182 465)

Arvore 66
0 1 3 3
8 27 3 3
10 28 3 4
5 43 3 6
3 4 3 10
12 29 3 11
12 34 3 11
19 27 3 11
27 42 3 11
1 4 3 12
10 16 3 12
20 33 3 13
5 27 4 7
26 31 4 7
36 43 4 8
25 28 4 9
11 21 3 18
9 35 4 11
23 39 5 4
24 42 4 12
3 27 3 20
2 38 4 13
12 22 5 6
13 37 5 6
9 27 5 7
34 38 5 7
38 43 4 15
11 19 5 8
10 12 4 16
30 33 4 16
0 37 5 9
23 34 5 9
29 40 5 9
4 31 3 25
13 33 4 18
17 31 4 18
14 43 5 11
39 44 3 27
6 41 6 4
18 25 6 4
15 31 6 5
6 13 4 21
7 9 6 8
19 32 7 8
(181 473)

Arvore 67
0 1 3 3
8 27 3 3
10 28 3 4
5 43 3 6
3 4 3 10
12 29 3 11
12 34 3 11
19 27 3 11
27 42 3 11
1 4 3 12
10 16 3 12
20 33 3 13
5 27 4 7
26 31 4 7
36 43 4 8
25 28 4 9
11 21 3 18
9 35 4 11
23 39 5 4
24 42 4 12
3 27 3 20
2 38 4 13
12 22 5 6
13 37 5 6
9 27 5 7
34 38 5 7
38 43 4 15
11 19 5 8
10 12 4 16
30 33 4 16
0 37 5 9
23 34 5 9
29 40 5 9
4 31 3 25
13 33 4 18
17 31 4 18
14 43 5 11
6 41 6 4
18 25 6 4
30 44 6 4
15 31 6 5
6 13 4 21
7 9 6 8
19 32 7 8
(184 450)

Arvore 68
0 1 3 3
8 27 3 3
10 28 3 4
5 43 3 6
3 4 3 10
12 29 3 11
12 34 3 11
19 27 3 11
27 42 3 11
1 4 3 12
10 16 3 12
20 33 3 13
5 27 4 7
26 31 4 7
36 43 4 8
25 28 4 9
11 21 3 18
9 35 4 11
23 39 5 4
24 42 4 12
3 27 3 20
2 38 4 13
12 22 5 6
13 37 5 6
9 27 5 7
34 38 5 7
38 43 4 15
11 19 5 8
10 12 4 16
30 33 4 16
0 37 5 9
23 34 5 9
29 40 5 9
4 31 3 25
13 33 4 18
17 31 4 18
14 43 5 11
6 41 6 4
18 25 6 4
30 44 6 4
15 31 6 5
26 41 6 6
7 9 6 8
19 32 7 8
(186 435)

Arvore 69
0 1 3 3
8 27 3 3
10 28 3 4
5 43 3 6
3 4 3 10
12 29 3 11
12 34 3 11
19 27 3 11
27 42 3 11
1 4 3 12
10 16 3 12
20 33 3 13
5 27 4 7
26 31 4 7
36 43 4 8
25 28 4 9
11 21 3 18
9 35 4 11
23 39 5 4
24 42 4 12
3 27 3 20
2 38 4 13
12 22 5 6
13 37 5 6
9 27 5 7
34 38 5 7
21 42 4 15
38 43 4 15
10 12 4 16
30 33 4 16
0 37 5 9
23 34 5 9
29 40 5 9
4 31 3 25
17 31 4 18
14 43 5 11
6 41 6 4
10 30 6 4
18 25 6 4
30 44 6 4
15 31 6 5
26 41 6 6
7 9 6 8
19 32 7 8
(187 428)

Arvore 70
0 1 3 3
8 27 3 3
10 28 3 4
5 43 3 6
3 4 3 10
12 29 3 11
12 34 3 11
19 27 3 11
27 42 3 11
1 4 3 12
10 16 3 12
5 27 4 7
26 31 4 7
20 33 3 13
36 43 4 8
25 28 4 9
23 39 5 4
9 35 4 11
12 22 5 6
13 37 5 6
24 42 4 12
11 21 3 18
9 27 5 7
34 38 5 7
2 38 4 13
11 19 5 8
3 27 3 20
23 34 5 9
29 40 5 9
38 43 4 15
4 13 6 4
6 41 6 4
10 30 6 4
18 25 6 4
30 44 6 4
10 12 4 16
30 33 4 16
15 31 6 5
14 43 5 11
26 41 6 6
17 31 4 18
26 42 4 19
7 9 6 8
19 32 7 8
(190 410)

Arvore 71
0 1 3 3
8 27 3 3
10 28 3 4
5 43 3 6
3 4 3 10
12 29 3 11
12 34 3 11
19 27 3 11
27 42 3 11
5 27 4 7
26 31 4 7
1 4 3 12
10 16 3 12
36 43 4 8
20 33 3 13
23 39 5 4
25 28 4 9
12 22 5 6
13 37 5 6
9 35 4 11
9 27 5 7
34 38 5 7
24 42 4 12
11 19 5 8
2 38 4 13
4 13 6 4
6 41 6 4
10 30 6 4
18 25 6 4
30 44 6 4
34 36 6 4
11 21 3 18
23 34 5 9
29 40 5 9
15 31 6 5
26 41 6 6
3 43 5 11
14 43 5 11
10 12 4 16
30 33 4 16
7 9 6 8
17 31 4 18
26 42 4 19
19 32 7 8
(194 390)

Arvore 72
0 1 3 3
8 27 3 3
10 28 3 4
5 43 3 6
3 4 3 10
12 29 3 11
12 34 3 11
19 27 3 11
27 42 3 11
5 27 4 7
26 31 4 7
1 4 3 12
10 16 3 12
36 43 4 8
20 33 3 13
23 39 5 4
25 28 4 9
12 22 5 6
13 37 5 6
9 35 4 11
9 27 5 7
34 38 5 7
24 42 4 12
11 19 5 8
2 38 4 13
4 13 6 4
6 41 6 4
10 30 6 4
18 25 6 4
30 44 6 4
34 36 6 4
11 21 3 18
23 34 5 9
29 40 5 9
15 31 6 5
26 41 6 6
3 43 5 11
14 43 5 11
10 12 4 16
30 33 4 16
7 9 6 8
17 31 4 18
6 28 5 15
19 32 7 8
(195 386)

Arvore 73
0 1 3 3
8 27 3 3
10 28 3 4
5 43 3 6
3 4 3 10
12 29 3 11
12 34 3 11
19 27 3 11
27 42 3 11
5 27 4 7
26 31 4 7
1 4 3 12
10 16 3 12
36 43 4 8
20 33 3 13
23 39 5 4
25 28 4 9
12 22 5 6
13 37 5 6
9 35 4 11
9 27 5 7
34 38 5 7
24 42 4 12
11 19 5 8
2 38 4 13
4 13 6 4
6 41 6 4
10 30 6 4
18 25 6 4
30 44 6 4
34 36 6 4
11 21 3 18
23 34 5 9
29 40 5 9
15 31 6 5
26 41 6 6
3 27 3 20
14 43 5 11
30 33 4 16
5 25 5 12
7 9 6 8
17 31 4 18
26 42 4 19
19 32 7 8
(193 395)

Arvore 74
0 1 3 3
8 27 3 3
10 28 3 4
5 43 3 6
3 4 3 10
12 29 3 11
12 34 3 11
19 27 3 11
27 42 3 11
5 27 4 7
26 31 4 7
1 4 3 12
10 16 3 12
36 43 4 8
23 39 5 4
20 33 3 13
25 28 4 9
12 22 5 6
13 37 5 6
9 35 4 11
9 27 5 7
34 38 5 7
24 42 4 12
11 19 5 8
4 13 6 4
6 41 6 4
10 30 6 4
18 25 6 4
30 44 6 4
34 36 6 4
2 38 4 13
23 34 5 9
29 40 5 9
11 21 3 18
15 31 6 5
26 41 6 6
3 43 5 11
14 43 5 11
20 40 6 7
10 12 4 16
7 9 6 8
17 31 4 18
6 28 5 15
19 32 7 8
(197 377)

Arvore 75
0 1 3 3
8 27 3 3
10 28 3 4
5 43 3 6
3 4 3 10
12 29 3 11
12 34 3 11
19 27 3 11
27 42 3 11
5 27 4 7
26 31 4 7
1 4 3 12
10 16 3 12
36 43 4 8
23 39 5 4
20 33 3 13
25 28 4 9
12 22 5 6
13 37 5 6
9 35 4 11
9 27 5 7
34 38 5 7
24 42 4 12
11 19 5 8
4 13 6 4
6 41 6 4
10 30 6 4
18 25 6 4
30 44 6 4
34 36 6 4
2 38 4 13
23 34 5 9
29 40 5 9
11 21 3 18
15 31 6 5
26 41 6 6
3 43 5 11
14 43 5 11
20 40 6 7
10 12 4 16
7 9 6 8
17 31 4 18
17 24 6 11
19 32 7 8
(198 373)

Arvore 76
0 1 3 3
8 27 3 3
10 28 3 4
5 43 3 6
3 4 3 10
12 29 3 11
12 34 3 11
19 27 3 11
27 42 3 11
5 27 4 7
26 31 4 7
1 4 3 12
10 16 3 12
36 43 4 8
23 39 5 4
20 33 3 13
25 28 4 9
12 22 5 6
13 37 5 6
9 35 4 11
9 27 5 7
34 38 5 7
24 42 4 12
11 19 5 8
4 13 6 4
6 41 6 4
10 30 6 4
18 25 6 4
30 44 6 4
34 36 6 4
2 38 4 13
29 40 5 9
15 31 6 5
23 29 6 5
11 21 3 18
26 41 6 6
3 43 5 11
14 43 5 11
20 40 6 7
