Fim da primeira fase ... 
0.01
Fim da segunda fase ... 
49093
490.93
Total: 490.94
Suportadas = 72
14 26 12 22
18 42 12 22
2 29 12 25
9 15 13 17
30 35 10 45
23 42 11 40
13 24 14 16
17 35 12 36
3 7 14 24
(534 1095)

Arvore 80
0 2 0 90
0 1 10 10
34 39 10 12
3 44 10 13
4 25 10 17
1 28 10 19
33 46 11 10
1 33 11 11
12 30 11 11
33 36 10 21
2 43 11 12
32 45 10 24
5 42 10 25
29 32 11 16
40 49 11 16
19 25 11 17
26 40 11 17
30 46 11 17
14 44 10 27
31 39 10 27
4 34 11 18
22 27 11 18
11 30 10 28
37 47 11 19
40 48 11 20
21 47 11 21
24 29 11 22
34 41 11 22
21 49 12 13
10 49 11 23
1 6 12 14
9 32 10 34
6 38 12 16
25 36 12 17
20 25 11 28
26 38 10 38
1 22 12 21
16 36 12 21
34 42 12 21
8 35 12 22
14 26 12 22
18 42 12 22
2 29 12 25
9 15 13 17
8 45 11 37
23 42 11 40
13 24 14 16
17 35 12 36
3 7 14 24
(535 1087)

Arvore 81
0 1 10 10
34 39 10 12
3 44 10 13
4 25 10 17
33 46 11 10
1 33 11 11
12 30 11 11
1 28 10 19
2 43 11 12
0 2 0 90
33 36 10 21
29 32 11 16
40 49 11 16
32 45 10 24
19 25 11 17
26 40 11 17
30 46 11 17
5 42 10 25
4 34 11 18
22 27 11 18
37 47 11 19
14 44 10 27
31 39 10 27
40 48 11 20
21 49 12 13
11 30 10 28
21 47 11 21
1 6 12 14
24 29 11 22
34 41 11 22
10 49 11 23
6 38 12 16
25 36 12 17
30 47 13 11
9 32 10 34
20 25 11 28
1 22 12 21
16 36 12 21
34 42 12 21
8 35 12 22
14 26 12 22
18 42 12 22
9 15 13 17
9 25 13 18
8 45 11 37
13 24 14 16
23 42 11 40
17 35 12 36
3 7 14 24
(539 1053)

Arvore 82
0 1 10 10
34 39 10 12
3 44 10 13
4 25 10 17
33 46 11 10
1 33 11 11
12 30 11 11
1 28 10 19
2 43 11 12
0 2 0 90
33 36 10 21
29 32 11 16
40 49 11 16
32 45 10 24
19 25 11 17
26 40 11 17
30 46 11 17
5 42 10 25
4 34 11 18
22 27 11 18
37 47 11 19
14 44 10 27
31 39 10 27
40 48 11 20
21 49 12 13
11 30 10 28
21 47 11 21
1 6 12 14
24 29 11 22
34 41 11 22
10 49 11 23
6 38 12 16
25 36 12 17
30 47 13 11
9 32 10 34
20 25 11 28
1 22 12 21
16 36 12 21
34 42 12 21
8 35 12 22
14 26 12 22
18 42 12 22
9 15 13 17
2 29 12 25
8 15 13 23
13 24 14 16
23 42 11 40
17 35 12 36
3 7 14 24
(540 1046)

Arvore 83
0 1 10 10
34 39 10 12
3 44 10 13
33 46 11 10
1 33 11 11
12 30 11 11
4 25 10 17
2 43 11 12
1 28 10 19
33 36 10 21
29 32 11 16
40 49 11 16
19 25 11 17
26 40 11 17
30 46 11 17
4 34 11 18
22 27 11 18
21 49 12 13
32 45 10 24
37 47 11 19
1 6 12 14
5 42 10 25
40 48 11 20
21 47 11 21
6 38 12 16
14 44 10 27
31 39 10 27
30 47 13 11
24 29 11 22
34 41 11 22
25 36 12 17
11 48 13 12
10 49 11 23
1 22 12 21
16 36 12 21
34 42 12 21
8 35 12 22
14 26 12 22
18 42 12 22
9 15 13 17
20 25 11 28
9 32 10 34
9 25 13 18
0 2 0 90
13 24 14 16
8 15 13 23
23 42 11 40
3 7 14 24
17 35 12 36
(544 1023)

Arvore 84
0 1 10 10
34 39 10 12
3 44 10 13
33 46 11 10
1 33 11 11
12 30 11 11
4 25 10 17
2 43 11 12
1 28 10 19
33 36 10 21
29 32 11 16
40 49 11 16
19 25 11 17
26 40 11 17
30 46 11 17
4 34 11 18
22 27 11 18
21 49 12 13
32 45 10 24
37 47 11 19
1 6 12 14
5 42 10 25
40 48 11 20
21 47 11 21
6 38 12 16
14 44 10 27
31 39 10 27
30 47 13 11
24 29 11 22
34 41 11 22
25 36 12 17
11 48 13 12
10 49 11 23
1 22 12 21
16 36 12 21
34 42 12 21
8 35 12 22
14 26 12 22
18 42 12 22
9 15 13 17
20 25 11 28
9 25 13 18
29 37 13 18
0 2 0 90
13 24 14 16
8 15 13 23
23 42 11 40
3 7 14 24
17 35 12 36
(547 1007)

Arvore 85
0 1 10 10
34 39 10 12
3 44 10 13
33 46 11 10
1 33 11 11
12 30 11 11
4 25 10 17
2 43 11 12
1 28 10 19
33 36 10 21
29 32 11 16
40 49 11 16
19 25 11 17
26 40 11 17
30 46 11 17
4 34 11 18
22 27 11 18
21 49 12 13
32 45 10 24
37 47 11 19
1 6 12 14
5 42 10 25
40 48 11 20
21 47 11 21
6 38 12 16
14 44 10 27
31 39 10 27
30 47 13 11
24 29 11 22
34 41 11 22
25 36 12 17
11 30 10 28
10 49 11 23
1 22 12 21
16 36 12 21
34 42 12 21
8 35 12 22
14 26 12 22
18 42 12 22
9 15 13 17
20 25 11 28
9 32 10 34
29 37 13 18
0 2 0 90
13 24 14 16
8 15 13 23
3 7 14 24
11 23 15 19
17 35 12 36
(545 1018)

Arvore 86
0 1 10 10
34 39 10 12
3 44 10 13
33 46 11 10
1 33 11 11
12 30 11 11
4 25 10 17
2 43 11 12
1 28 10 19
33 36 10 21
29 32 11 16
40 49 11 16
19 25 11 17
26 40 11 17
30 46 11 17
4 34 11 18
22 27 11 18
21 49 12 13
32 45 10 24
37 47 11 19
1 6 12 14
5 42 10 25
40 48 11 20
21 47 11 21
6 38 12 16
14 44 10 27
31 39 10 27
30 47 13 11
24 29 11 22
34 41 11 22
25 36 12 17
11 30 10 28
10 49 11 23
1 22 12 21
16 36 12 21
34 42 12 21
8 35 12 22
18 42 12 22
9 15 13 17
20 25 11 28
14 41 14 12
9 32 10 34
9 25 13 18
0 2 0 90
13 24 14 16
8 15 13 23
23 42 11 40
3 7 14 24
17 35 12 36
(543 1029)

Arvore 87
0 1 10 10
34 39 10 12
3 44 10 13
33 46 11 10
1 33 11 11
12 30 11 11
4 25 10 17
2 43 11 12
1 28 10 19
33 36 10 21
29 32 11 16
40 49 11 16
19 25 11 17
26 40 11 17
30 46 11 17
4 34 11 18
22 27 11 18
21 49 12 13
32 45 10 24
37 47 11 19
1 6 12 14
5 42 10 25
40 48 11 20
21 47 11 21
6 38 12 16
14 44 10 27
31 39 10 27
30 47 13 11
24 29 11 22
34 41 11 22
25 36 12 17
11 30 10 28
10 49 11 23
1 22 12 21
16 36 12 21
34 42 12 21
8 35 12 22
14 26 12 22
18 42 12 22
9 15 13 17
20 25 11 28
9 25 13 18
29 37 13 18
0 2 0 90
13 24 14 16
8 15 13 23
3 7 14 24
11 23 15 19
17 35 12 36
(548 1002)

Arvore 88
0 1 10 10
34 39 10 12
3 44 10 13
33 46 11 10
1 33 11 11
12 30 11 11
4 25 10 17
2 43 11 12
1 28 10 19
33 36 10 21
29 32 11 16
40 49 11 16
19 25 11 17
26 40 11 17
30 46 11 17
4 34 11 18
22 27 11 18
21 49 12 13
32 45 10 24
37 47 11 19
1 6 12 14
5 42 10 25
40 48 11 20
21 47 11 21
6 38 12 16
14 44 10 27
31 39 10 27
30 47 13 11
24 29 11 22
34 41 11 22
25 36 12 17
11 48 13 12
10 49 11 23
1 22 12 21
16 36 12 21
34 42 12 21
8 35 12 22
18 42 12 22
9 15 13 17
20 25 11 28
14 41 14 12
9 32 10 34
9 25 13 18
0 2 0 90
13 24 14 16
8 15 13 23
23 42 11 40
3 7 14 24
17 35 12 36
(546 1013)

Arvore 89
0 1 10 10
34 39 10 12
3 44 10 13
33 46 11 10
1 33 11 11
12 30 11 11
4 25 10 17
2 43 11 12
1 28 10 19
33 36 10 21
29 32 11 16
40 49 11 16
19 25 11 17
26 40 11 17
30 46 11 17
4 34 11 18
22 27 11 18
21 49 12 13
32 45 10 24
37 47 11 19
1 6 12 14
5 42 10 25
40 48 11 20
21 47 11 21
6 38 12 16
14 44 10 27
31 39 10 27
30 47 13 11
24 29 11 22
34 41 11 22
25 36 12 17
11 48 13 12
10 49 11 23
1 22 12 21
16 36 12 21
34 42 12 21
8 35 12 22
14 26 12 22
18 42 12 22
9 15 13 17
20 25 11 28
9 25 13 18
29 37 13 18
0 2 0 90
13 24 14 16
8 15 13 23
3 7 14 24
11 23 15 19
17 35 12 36
(551 986)

Arvore 90
0 1 10 10
34 39 10 12
3 44 10 13
33 46 11 10
1 33 11 11
12 30 11 11
4 25 10 17
2 43 11 12
1 28 10 19
33 36 10 21
29 32 11 16
40 49 11 16
19 25 11 17
26 40 11 17
30 46 11 17
4 34 11 18
22 27 11 18
21 49 12 13
32 45 10 24
37 47 11 19
1 6 12 14
5 42 10 25
40 48 11 20
21 47 11 21
6 38 12 16
14 44 10 27
31 39 10 27
30 47 13 11
24 29 11 22
34 41 11 22
25 36 12 17
11 48 13 12
10 49 11 23
1 22 12 21
16 36 12 21
34 42 12 21
8 35 12 22
18 42 12 22
9 15 13 17
20 25 11 28
14 41 14 12
9 25 13 18
29 37 13 18
0 2 0 90
13 24 14 16
8 15 13 23
23 42 11 40
3 7 14 24
17 35 12 36
(549 997)

Arvore 91
0 1 10 10
34 39 10 12
3 44 10 13
33 46 11 10
1 33 11 11
12 30 11 11
4 25 10 17
2 43 11 12
1 28 10 19
33 36 10 21
29 32 11 16
40 49 11 16
19 25 11 17
26 40 11 17
30 46 11 17
4 34 11 18
22 27 11 18
21 49 12 13
32 45 10 24
37 47 11 19
1 6 12 14
5 42 10 25
40 48 11 20
21 47 11 21
6 38 12 16
14 44 10 27
31 39 10 27
30 47 13 11
24 29 11 22
34 41 11 22
25 36 12 17
11 48 13 12
10 49 11 23
1 22 12 21
16 36 12 21
34 42 12 21
8 35 12 22
18 42 12 22
9 15 13 17
20 25 11 28
14 41 14 12
9 32 10 34
29 37 13 18
0 2 0 90
13 24 14 16
8 15 13 23
3 7 14 24
11 23 15 19
17 35 12 36
(550 992)

Arvore 92
0 1 10 10
34 39 10 12
3 44 10 13
33 46 11 10
1 33 11 11
12 30 11 11
4 25 10 17
2 43 11 12
1 28 10 19
33 36 10 21
29 32 11 16
40 49 11 16
19 25 11 17
26 40 11 17
30 46 11 17
4 34 11 18
22 27 11 18
21 49 12 13
32 45 10 24
37 47 11 19
1 6 12 14
5 42 10 25
40 48 11 20
21 47 11 21
6 38 12 16
14 44 10 27
31 39 10 27
30 47 13 11
24 29 11 22
34 41 11 22
25 36 12 17
11 30 10 28
10 49 11 23
1 22 12 21
16 36 12 21
34 42 12 21
8 35 12 22
18 42 12 22
9 15 13 17
20 25 11 28
14 41 14 12
9 32 10 34
0 2 0 90
2 29 12 25
13 24 14 16
8 15 13 23
23 42 11 40
3 7 14 24
17 35 12 36
(542 1036)

Arvore 93
0 1 10 10
34 39 10 12
3 44 10 13
33 46 11 10
1 33 11 11
12 30 11 11
4 25 10 17
2 43 11 12
1 28 10 19
33 36 10 21
29 32 11 16
40 49 11 16
19 25 11 17
26 40 11 17
30 46 11 17
4 34 11 18
22 27 11 18
21 49 12 13
32 45 10 24
37 47 11 19
1 6 12 14
5 42 10 25
40 48 11 20
6 38 12 16
14 44 10 27
31 39 10 27
30 47 13 11
24 29 11 22
34 41 11 22
25 36 12 17
11 30 10 28
11 48 13 12
10 49 11 23
1 22 12 21
16 36 12 21
34 42 12 21
8 35 12 22
18 42 12 22
9 15 13 17
20 25 11 28
14 41 14 12
9 25 13 18
29 37 13 18
0 2 0 90
13 24 14 16
8 15 13 23
3 7 14 24
11 23 15 19
17 35 12 36
(552 983)

Arvore 94
0 1 10 10
34 39 10 12
3 44 10 13
33 46 11 10
1 33 11 11
12 30 11 11
4 25 10 17
2 43 11 12
1 28 10 19
33 36 10 21
29 32 11 16
40 49 11 16
19 25 11 17
26 40 11 17
30 46 11 17
4 34 11 18
22 27 11 18
21 49 12 13
32 45 10 24
37 47 11 19
1 6 12 14
5 42 10 25
40 48 11 20
21 47 11 21
6 38 12 16
14 44 10 27
31 39 10 27
30 47 13 11
24 29 11 22
34 41 11 22
25 36 12 17
11 48 13 12
10 49 11 23
1 22 12 21
16 36 12 21
34 42 12 21
8 35 12 22
14 26 12 22
18 42 12 22
9 15 13 17
20 25 11 28
9 32 10 34
9 25 13 18
2 29 12 25
13 24 14 16
8 15 13 23
23 42 11 40
3 7 14 24
17 35 12 36
(556 958)

Arvore 95
0 1 10 10
34 39 10 12
3 44 10 13
33 46 11 10
1 33 11 11
12 30 11 11
4 25 10 17
2 43 11 12
1 28 10 19
33 36 10 21
29 32 11 16
40 49 11 16
19 25 11 17
26 40 11 17
30 46 11 17
4 34 11 18
22 27 11 18
21 49 12 13
32 45 10 24
37 47 11 19
1 6 12 14
5 42 10 25
40 48 11 20
21 47 11 21
6 38 12 16
14 44 10 27
31 39 10 27
30 47 13 11
24 29 11 22
34 41 11 22
25 36 12 17
11 30 10 28
10 49 11 23
1 22 12 21
16 36 12 21
34 42 12 21
8 35 12 22
14 26 12 22
18 42 12 22
9 15 13 17
20 25 11 28
9 32 10 34
9 25 13 18
2 29 12 25
13 24 14 16
8 15 13 23
3 7 14 24
11 23 15 19
17 35 12 36
(557 953)

Arvore 96
0 1 10 10
34 39 10 12
3 44 10 13
33 46 11 10
1 33 11 11
12 30 11 11
4 25 10 17
2 43 11 12
1 28 10 19
33 36 10 21
29 32 11 16
40 49 11 16
19 25 11 17
26 40 11 17
30 46 11 17
4 34 11 18
22 27 11 18
21 49 12 13
32 45 10 24
37 47 11 19
1 6 12 14
5 42 10 25
40 48 11 20
21 47 11 21
6 38 12 16
14 44 10 27
31 39 10 27
30 47 13 11
24 29 11 22
34 41 11 22
25 36 12 17
11 48 13 12
10 49 11 23
1 22 12 21
16 36 12 21
34 42 12 21
8 35 12 22
18 42 12 22
9 15 13 17
20 25 11 28
14 41 14 12
9 32 10 34
9 25 13 18
2 29 12 25
13 24 14 16
8 15 13 23
23 42 11 40
3 7 14 24
17 35 12 36
(558 948)

Arvore 97
0 1 10 10
34 39 10 12
3 44 10 13
33 46 11 10
1 33 11 11
12 30 11 11
4 25 10 17
2 43 11 12
1 28 10 19
33 36 10 21
29 32 11 16
40 49 11 16
19 25 11 17
26 40 11 17
30 46 11 17
4 34 11 18
22 27 11 18
21 49 12 13
32 45 10 24
37 47 11 19
1 6 12 14
5 42 10 25
40 48 11 20
21 47 11 21
6 38 12 16
14 44 10 27
31 39 10 27
30 47 13 11
24 29 11 22
34 41 11 22
25 36 12 17
11 30 10 28
10 49 11 23
1 22 12 21
16 36 12 21
34 42 12 21
8 35 12 22
18 42 12 22
9 15 13 17
20 25 11 28
14 41 14 12
9 32 10 34
9 25 13 18
2 29 12 25
13 24 14 16
8 15 13 23
23 42 11 40
3 7 14 24
17 35 12 36
(555 964)

Arvore 98
0 1 10 10
34 39 10 12
3 44 10 13
33 46 11 10
1 33 11 11
12 30 11 11
4 25 10 17
2 43 11 12
1 28 10 19
33 36 10 21
29 32 11 16
40 49 11 16
19 25 11 17
26 40 11 17
30 46 11 17
4 34 11 18
22 27 11 18
21 49 12 13
32 45 10 24
37 47 11 19
1 6 12 14
5 42 10 25
40 48 11 20
21 47 11 21
6 38 12 16
14 44 10 27
31 39 10 27
30 47 13 11
24 29 11 22
34 41 11 22
25 36 12 17
11 48 13 12
10 49 11 23
1 22 12 21
16 36 12 21
34 42 12 21
8 35 12 22
14 26 12 22
18 42 12 22
9 15 13 17
20 25 11 28
9 32 10 34
9 25 13 18
2 29 12 25
13 24 14 16
8 45 11 37
23 42 11 40
3 7 14 24
17 35 12 36
(554 972)

Arvore 99
0 1 10 10
34 39 10 12
3 44 10 13
33 46 11 10
1 33 11 11
12 30 11 11
4 25 10 17
2 43 11 12
1 28 10 19
33 36 10 21
29 32 11 16
40 49 11 16
19 25 11 17
26 40 11 17
30 46 11 17
4 34 11 18
22 27 11 18
21 49 12 13
32 45 10 24
37 47 11 19
1 6 12 14
5 42 10 25
40 48 11 20
21 47 11 21
6 38 12 16
30 47 13 11
14 44 10 27
31 39 10 27
24 29 11 22
34 41 11 22
25 36 12 17
11 30 10 28
10 49 11 23
1 22 12 21
16 36 12 21
34 42 12 21
8 35 12 22
14 26 12 22
18 42 12 22
9 15 13 17
20 25 11 28
9 25 13 18
29 37 13 18
2 29 12 25
13 24 14 16
8 15 13 23
3 7 14 24
11 23 15 19
17 35 12 36
(560 937)

Arvore 100
0 1 10 10
34 39 10 12
3 44 10 13
33 46 11 10
1 33 11 11
12 30 11 11
4 25 10 17
2 43 11 12
1 28 10 19
33 36 10 21
29 32 11 16
40 49 11 16
19 25 11 17
26 40 11 17
30 46 11 17
4 34 11 18
22 27 11 18
21 49 12 13
32 45 10 24
37 47 11 19
1 6 12 14
5 42 10 25
40 48 11 20
21 47 11 21
6 38 12 16
30 47 13 11
14 44 10 27
31 39 10 27
24 29 11 22
34 41 11 22
25 36 12 17
11 48 13 12
10 49 11 23
1 22 12 21
16 36 12 21
34 42 12 21
8 35 12 22
18 42 12 22
9 15 13 17
14 41 14 12
20 25 11 28
9 25 13 18
29 37 13 18
2 29 12 25
13 24 14 16
8 15 13 23
3 7 14 24
23 42 11 40
17 35 12 36
(561 932)

Arvore 101
0 1 10 10
34 39 10 12
3 44 10 13
33 46 11 10
1 33 11 11
12 30 11 11
4 25 10 17
2 43 11 12
1 28 10 19
33 36 10 21
29 32 11 16
40 49 11 16
19 25 11 17
26 40 11 17
30 46 11 17
4 34 11 18
22 27 11 18
21 49 12 13
32 45 10 24
37 47 11 19
1 6 12 14
5 42 10 25
40 48 11 20
21 47 11 21
6 38 12 16
30 47 13 11
14 44 10 27
31 39 10 27
24 29 11 22
34 41 11 22
25 36 12 17
11 30 10 28
10 49 11 23
1 22 12 21
16 36 12 21
34 42 12 21
8 35 12 22
18 42 12 22
9 15 13 17
14 41 14 12
20 25 11 28
9 25 13 18
29 37 13 18
2 29 12 25
13 24 14 16
8 15 13 23
3 7 14 24
11 23 15 19
17 35 12 36
(562 927)

Arvore 102
0 1 10 10
34 39 10 12
3 44 10 13
33 46 11 10
1 33 11 11
12 30 11 11
4 25 10 17
2 43 11 12
1 28 10 19
33 36 10 21
29 32 11 16
40 49 11 16
19 25 11 17
26 40 11 17
30 46 11 17
4 34 11 18
22 27 11 18
21 49 12 13
32 45 10 24
37 47 11 19
1 6 12 14
5 42 10 25
40 48 11 20
6 38 12 16
30 47 13 11
14 44 10 27
31 39 10 27
24 29 11 22
34 41 11 22
25 36 12 17
11 48 13 12
11 30 10 28
10 49 11 23
1 22 12 21
16 36 12 21
34 42 12 21
8 35 12 22
18 42 12 22
9 15 13 17
14 41 14 12
20 25 11 28
9 25 13 18
29 37 13 18
2 29 12 25
13 24 14 16
8 15 13 23
3 7 14 24
11 23 15 19
17 35 12 36
(564 918)

Arvore 103
0 1 10 10
34 39 10 12
3 44 10 13
33 46 11 10
1 33 11 11
12 30 11 11
2 43 11 12
4 25 10 17
1 28 10 19
29 32 11 16
40 49 11 16
33 36 10 21
19 25 11 17
26 40 11 17
30 46 11 17
21 49 12 13
4 34 11 18
22 27 11 18
1 6 12 14
37 47 11 19
30 47 13 11
32 45 10 24
40 48 11 20
6 38 12 16
11 48 13 12
5 42 10 25
21 47 11 21
24 29 11 22
34 41 11 22
14 44 10 27
31 39 10 27
26 31 14 10
10 49 11 23
14 41 14 12
1 22 12 21
16 36 12 21
34 42 12 21
9 15 13 17
8 35 12 22
18 42 12 22
9 25 13 18
29 37 13 18
20 25 11 28
13 24 14 16
2 29 12 25
8 15 13 23
11 23 15 19
3 7 14 24
17 35 12 36
(567 904)

Arvore 104
0 1 10 10
34 39 10 12
3 44 10 13
33 46 11 10
1 33 11 11
12 30 11 11
2 43 11 12
4 25 10 17
1 28 10 19
29 32 11 16
40 49 11 16
33 36 10 21
19 25 11 17
26 40 11 17
30 46 11 17
21 49 12 13
4 34 11 18
22 27 11 18
1 6 12 14
37 47 11 19
30 47 13 11
32 45 10 24
40 48 11 20
6 38 12 16
11 48 13 12
5 42 10 25
25 36 12 17
24 29 11 22
34 41 11 22
14 44 10 27
31 39 10 27
26 31 14 10
10 49 11 23
14 41 14 12
1 22 12 21
16 36 12 21
34 42 12 21
9 15 13 17
8 35 12 22
18 42 12 22
9 25 13 18
29 37 13 18
20 25 11 28
13 24 14 16
2 29 12 25
8 15 13 23
11 23 15 19
3 7 14 24
17 35 12 36
(568 900)

Arvore 105
0 1 10 10
34 39 10 12
3 44 10 13
33 46 11 10
1 33 11 11
12 30 11 11
2 43 11 12
4 25 10 17
1 28 10 19
29 32 11 16
40 49 11 16
33 36 10 21
19 25 11 17
26 40 11 17
30 46 11 17
21 49 12 13
4 34 11 18
22 27 11 18
1 6 12 14
37 47 11 19
32 45 10 24
40 48 11 20
6 38 12 16
11 48 13 12
5 42 10 25
21 47 11 21
25 36 12 17
24 29 11 22
34 41 11 22
14 44 10 27
31 39 10 27
26 31 14 10
10 49 11 23
14 41 14 12
1 22 12 21
16 36 12 21
34 42 12 21
9 15 13 17
8 35 12 22
18 42 12 22
9 25 13 18
29 37 13 18
20 25 11 28
13 24 14 16
2 29 12 25
8 15 13 23
11 23 15 19
3 7 14 24
17 35 12 36
(566 910)

Arvore 106
0 1 10 10
34 39 10 12
3 44 10 13
33 46 11 10
1 33 11 11
12 30 11 11
2 43 11 12
4 25 10 17
1 28 10 19
29 32 11 16
40 49 11 16
21 49 12 13
19 25 11 17
26 40 11 17
30 46 11 17
33 36 10 21
1 6 12 14
4 34 11 18
22 27 11 18
30 47 13 11
37 47 11 19
11 48 13 12
6 38 12 16
40 48 11 20
32 45 10 24
25 36 12 17
26 31 14 10
21 47 11 21
5 42 10 25
24 29 11 22
34 41 11 22
14 41 14 12
10 49 11 23
14 44 10 27
9 15 13 17
1 22 12 21
16 36 12 21
34 42 12 21
9 25 13 18
8 35 12 22
18 42 12 22
0 24 15 12
13 24 14 16
20 25 11 28
2 29 12 25
8 15 13 23
11 23 15 19
3 7 14 24
17 35 12 36
(571 888)

Arvore 107
0 1 10 10
34 39 10 12
3 44 10 13
33 46 11 10
1 33 11 11
12 30 11 11
2 43 11 12
4 25 10 17
1 28 10 19
29 32 11 16
40 49 11 16
21 49 12 13
19 25 11 17
26 40 11 17
30 46 11 17
33 36 10 21
1 6 12 14
4 34 11 18
22 27 11 18
30 47 13 11
37 47 11 19
11 48 13 12
6 38 12 16
40 48 11 20
32 45 10 24
25 36 12 17
26 31 14 10
5 42 10 25
24 29 11 22
34 41 11 22
14 41 14 12
10 49 11 23
14 44 10 27
31 39 10 27
9 15 13 17
1 22 12 21
16 36 12 21
34 42 12 21
9 25 13 18
29 37 13 18
8 35 12 22
18 42 12 22
13 24 14 16
20 25 11 28
2 29 12 25
8 15 13 23
11 23 15 19
3 7 14 24
17 27 17 18
(573 882)

Arvore 108
0 1 10 10
34 39 10 12
3 44 10 13
33 46 11 10
1 33 11 11
12 30 11 11
2 43 11 12
4 25 10 17
1 28 10 19
29 32 11 16
40 49 11 16
21 49 12 13
19 25 11 17
26 40 11 17
30 46 11 17
33 36 10 21
1 6 12 14
4 34 11 18
22 27 11 18
30 47 13 11
37 47 11 19
11 48 13 12
6 38 12 16
40 48 11 20
32 45 10 24
25 36 12 17
26 31 14 10
21 47 11 21
5 42 10 25
24 29 11 22
34 41 11 22
14 41 14 12
10 49 11 23
14 44 10 27
9 15 13 17
1 22 12 21
16 36 12 21
34 42 12 21
9 25 13 18
8 35 12 22
18 42 12 22
13 24 14 16
32 47 14 17
20 25 11 28
2 29 12 25
8 15 13 23
11 23 15 19
3 7 14 24
17 35 12 36
(570 893)

Arvore 109
0 1 10 10
34 39 10 12
3 44 10 13
33 46 11 10
1 33 11 11
12 30 11 11
2 43 11 12
4 25 10 17
1 28 10 19
29 32 11 16
40 49 11 16
21 49 12 13
19 25 11 17
26 40 11 17
30 46 11 17
33 36 10 21
1 6 12 14
4 34 11 18
22 27 11 18
30 47 13 11
37 47 11 19
11 48 13 12
6 38 12 16
40 48 11 20
32 45 10 24
25 36 12 17
26 31 14 10
21 47 11 21
5 42 10 25
24 29 11 22
34 41 11 22
14 41 14 12
10 49 11 23
14 44 10 27
9 15 13 17
1 22 12 21
16 36 12 21
34 42 12 21
9 25 13 18
29 37 13 18
8 35 12 22
18 42 12 22
13 24 14 16
20 25 11 28
2 29 12 25
8 18 16 15
11 23 15 19
3 7 14 24
17 35 12 36
(572 886)

Arvore 110
0 1 10 10
34 39 10 12
3 44 10 13
33 46 11 10
1 33 11 11
12 30 11 11
2 43 11 12
4 25 10 17
1 28 10 19
29 32 11 16
40 49 11 16
21 49 12 13
19 25 11 17
26 40 11 17
30 46 11 17
1 6 12 14
30 47 13 11
33 36 10 21
4 34 11 18
22 27 11 18
11 48 13 12
37 47 11 19
6 38 12 16
26 31 14 10
40 48 11 20
25 36 12 17
32 45 10 24
21 47 11 21
14 41 14 12
5 42 10 25
24 29 11 22
34 41 11 22
10 49 11 23
9 15 13 17
14 44 10 27
1 22 12 21
16 36 12 21
34 42 12 21
9 25 13 18
8 35 12 22
18 42 12 22
13 24 14 16
32 47 14 17
20 25 11 28
2 29 12 25
8 15 13 23
11 23 15 19
3 7 14 24
17 27 17 18
(575 875)

Arvore 111
0 1 10 10
34 39 10 12
33 46 11 10
3 44 10 13
1 33 11 11
12 30 11 11
2 43 11 12
4 25 10 17
21 49 12 13
29 32 11 16
40 49 11 16
1 28 10 19
30 47 13 11
1 6 12 14
19 25 11 17
26 40 11 17
30 46 11 17
11 48 13 12
4 34 11 18
22 27 11 18
26 31 14 10
33 36 10 21
6 38 12 16
37 47 11 19
25 36 12 17
40 48 11 20
14 41 14 12
46 49 14 13
32 45 10 24
24 29 11 22
34 41 11 22
5 42 10 25
9 15 13 17
0 24 15 12
10 49 11 23
9 25 13 18
1 22 12 21
16 36 12 21
34 42 12 21
13 24 14 16
14 44 10 27
8 35 12 22
18 42 12 22
2 29 12 25
20 25 11 28
8 15 13 23
11 23 15 19
3 7 14 24
17 27 17 18
(579 862)

Arvore 112
0 1 10 10
34 39 10 12
33 46 11 10
3 44 10 13
1 33 11 11
12 30 11 11
2 43 11 12
4 25 10 17
21 49 12 13
29 32 11 16
40 49 11 16
1 28 10 19
30 47 13 11
1 6 12 14
19 25 11 17
26 40 11 17
30 46 11 17
11 48 13 12
4 34 11 18
22 27 11 18
26 31 14 10
33 36 10 21
6 38 12 16
37 47 11 19
25 36 12 17
40 48 11 20
14 41 14 12
46 49 14 13
32 45 10 24
24 29 11 22
34 41 11 22
5 42 10 25
9 15 13 17
0 24 15 12
10 49 11 23
9 25 13 18
1 22 12 21
16 36 12 21
34 42 12 21
13 24 14 16
14 44 10 27
8 35 12 22
18 42 12 22
2 16 15 17
20 25 11 28
8 15 13 23
11 23 15 19
3 7 14 24
17 27 17 18
(582 854)

Arvore 113
0 1 10 10
34 39 10 12
33 46 11 10
3 44 10 13
1 33 11 11
12 30 11 11
2 43 11 12
4 25 10 17
21 49 12 13
29 32 11 16
40 49 11 16
1 28 10 19
30 47 13 11
1 6 12 14
19 25 11 17
26 40 11 17
30 46 11 17
11 48 13 12
4 34 11 18
22 27 11 18
26 31 14 10
33 36 10 21
6 38 12 16
37 47 11 19
25 36 12 17
40 48 11 20
14 41 14 12
46 49 14 13
32 45 10 24
24 29 11 22
34 41 11 22
5 42 10 25
9 15 13 17
0 24 15 12
10 49 11 23
9 25 13 18
1 22 12 21
16 36 12 21
34 42 12 21
13 24 14 16
14 44 10 27
8 35 12 22
18 42 12 22
2 29 12 25
20 25 11 28
35 49 15 18
11 23 15 19
3 7 14 24
17 27 17 18
(581 857)

Arvore 114
0 1 10 10
34 39 10 12
33 46 11 10
3 44 10 13
1 33 11 11
