Fim da primeira fase ... 
0
contador = 10
it = 0
56 160 ( 5936) 
56 160 ( 5936) 
61 99 ( 5939) 
61 99 ( 5939) 
54 185 ( 5939) 
61 99 ( 5939) 
54 185 ( 5939) 
54 185 ( 5939) 
61 99 ( 5939) 
61 99 ( 5939) 
61 99 ( 5939) 
61 99 ( 5939) 
54 185 ( 5939) 
61 99 ( 5939) 
61 99 ( 5939) 
61 99 ( 5939) 
54 185 ( 5939) 
62 87 ( 5941) 
62 87 ( 5941) 
62 87 ( 5941) 
62 87 ( 5941) 
55 173 ( 5941) 
55 173 ( 5941) 
62 87 ( 5941) 
62 87 ( 5941) 
55 173 ( 5941) 
55 173 ( 5941) 
62 87 ( 5941) 
55 173 ( 5941) 
62 87 ( 5941) 
55 173 ( 5941) 
55 173 ( 5941) 
62 87 ( 5941) 
62 87 ( 5941) 
55 173 ( 5941) 
62 87 ( 5941) 
62 87 ( 5941) 
62 87 ( 5941) 
55 173 ( 5941) 
62 87 ( 5941) 
62 87 ( 5941) 
62 87 ( 5941) 
55 173 ( 5941) 
62 87 ( 5941) 
55 173 ( 5941) 
62 87 ( 5941) 
55 173 ( 5941) 
62 87 ( 5941) 
55 173 ( 5941) 
55 173 ( 5941) 
62 87 ( 5941) 
62 87 ( 5941) 
62 87 ( 5941) 
62 87 ( 5941) 
62 87 ( 5941) 
62 87 ( 5941) 
62 87 ( 5941) 
55 173 ( 5941) 
62 87 ( 5941) 
55 173 ( 5941) 
62 87 ( 5941) 
62 87 ( 5941) 
55 173 ( 5941) 
62 87 ( 5941) 
56 161 ( 5943) 
63 75 ( 5943) 
56 161 ( 5943) 
56 161 ( 5943) 
56 161 ( 5943) 
61 100 ( 5946) 
54 186 ( 5946) 
61 100 ( 5946) 
61 100 ( 5946) 
61 100 ( 5946) 
54 186 ( 5946) 
55 174 ( 5948) 
62 88 ( 5948) 
62 88 ( 5948) 
62 88 ( 5948) 
55 174 ( 5948) 
55 174 ( 5948) 
55 174 ( 5948) 
55 174 ( 5948) 
62 88 ( 5948) 
62 88 ( 5948) 
62 88 ( 5948) 
55 174 ( 5948) 
55 174 ( 5948) 
62 88 ( 5948) 
62 88 ( 5948) 
62 88 ( 5948) 
62 88 ( 5948) 
62 88 ( 5948) 
62 88 ( 5948) 
62 88 ( 5948) 
62 88 ( 5948) 
62 88 ( 5948) 
62 88 ( 5948) 
55 174 ( 5948) 
55 174 ( 5948) 
62 88 ( 5948) 
62 88 ( 5948) 
62 88 ( 5948) 
55 174 ( 5948) 
62 88 ( 5948) 
55 174 ( 5948) 
62 88 ( 5948) 
62 88 ( 5948) 
62 88 ( 5948) 
55 174 ( 5948) 
55 174 ( 5948) 
62 88 ( 5948) 
55 174 ( 5948) 
62 88 ( 5948) 
62 88 ( 5948) 
62 88 ( 5948) 
55 174 ( 5948) 
55 174 ( 5948) 
62 88 ( 5948) 
62 88 ( 5948) 
55 174 ( 5948) 
62 88 ( 5948) 
55 174 ( 5948) 
62 88 ( 5948) 
62 88 ( 5948) 
62 88 ( 5948) 
56 162 ( 5950) 
63 76 ( 5950) 
56 162 ( 5950) 
56 162 ( 5950) 
56 162 ( 5950) 
63 76 ( 5950) 
56 162 ( 5950) 
63 76 ( 5950) 
56 162 ( 5950) 
61 101 ( 5953) 
61 101 ( 5953) 
61 101 ( 5953) 
54 187 ( 5953) 
62 89 ( 5955) 
62 89 ( 5955) 
62 89 ( 5955) 
55 175 ( 5955) 
62 89 ( 5955) 
62 89 ( 5955) 
62 89 ( 5955) 
55 175 ( 5955) 
55 175 ( 5955) 
62 89 ( 5955) 
62 89 ( 5955) 
62 89 ( 5955) 
55 175 ( 5955) 
62 89 ( 5955) 
62 89 ( 5955) 
55 175 ( 5955) 
62 89 ( 5955) 
55 175 ( 5955) 
62 89 ( 5955) 
62 89 ( 5955) 
55 175 ( 5955) 
55 175 ( 5955) 
62 89 ( 5955) 
62 89 ( 5955) 
55 175 ( 5955) 
62 89 ( 5955) 
62 89 ( 5955) 
55 175 ( 5955) 
62 89 ( 5955) 
62 89 ( 5955) 
55 175 ( 5955) 
62 89 ( 5955) 
62 89 ( 5955) 
55 175 ( 5955) 
62 89 ( 5955) 
62 89 ( 5955) 
55 175 ( 5955) 
55 175 ( 5955) 
62 89 ( 5955) 
62 89 ( 5955) 
62 89 ( 5955) 
55 175 ( 5955) 
62 89 ( 5955) 
55 175 ( 5955) 
55 175 ( 5955) 
55 175 ( 5955) 
62 89 ( 5955) 
62 89 ( 5955) 
62 89 ( 5955) 
55 175 ( 5955) 
62 89 ( 5955) 
62 89 ( 5955) 
55 175 ( 5955) 
62 89 ( 5955) 
63 77 ( 5957) 
56 163 ( 5957) 
56 163 ( 5957) 
56 163 ( 5957) 
63 77 ( 5957) 
63 77 ( 5957) 
63 77 ( 5957) 
56 163 ( 5957) 
56 163 ( 5957) 
63 77 ( 5957) 
63 77 ( 5957) 
56 163 ( 5957) 
56 163 ( 5957) 
63 77 ( 5957) 
56 163 ( 5957) 
56 163 ( 5957) 
63 77 ( 5957) 
56 163 ( 5957) 
56 163 ( 5957) 
56 163 ( 5957) 
56 163 ( 5957) 
61 102 ( 5960) 
61 102 ( 5960) 
61 102 ( 5960) 
61 102 ( 5960) 
61 102 ( 5960) 
54 188 ( 5960) 
54 188 ( 5960) 
55 176 ( 5962) 
55 176 ( 5962) 
62 90 ( 5962) 
62 90 ( 5962) 
62 90 ( 5962) 
55 176 ( 5962) 
55 176 ( 5962) 
62 90 ( 5962) 
55 176 ( 5962) 
62 90 ( 5962) 
62 90 ( 5962) 
55 176 ( 5962) 
62 90 ( 5962) 
62 90 ( 5962) 
55 176 ( 5962) 
62 90 ( 5962) 
62 90 ( 5962) 
55 176 ( 5962) 
55 176 ( 5962) 
55 176 ( 5962) 
62 90 ( 5962) 
62 90 ( 5962) 
62 90 ( 5962) 
55 176 ( 5962) 
55 176 ( 5962) 
62 90 ( 5962) 
62 90 ( 5962) 
62 90 ( 5962) 
62 90 ( 5962) 
62 90 ( 5962) 
55 176 ( 5962) 
55 176 ( 5962) 
55 176 ( 5962) 
62 90 ( 5962) 
55 176 ( 5962) 
62 90 ( 5962) 
62 90 ( 5962) 
55 176 ( 5962) 
55 176 ( 5962) 
62 90 ( 5962) 
55 176 ( 5962) 
62 90 ( 5962) 
62 90 ( 5962) 
55 176 ( 5962) 
62 90 ( 5962) 
62 90 ( 5962) 
62 90 ( 5962) 
62 90 ( 5962) 
62 90 ( 5962) 
62 90 ( 5962) 
55 176 ( 5962) 
62 90 ( 5962) 
63 78 ( 5964) 
56 164 ( 5964) 
63 78 ( 5964) 
56 164 ( 5964) 
56 164 ( 5964) 
56 164 ( 5964) 
63 78 ( 5964) 
56 164 ( 5964) 
56 164 ( 5964) 
63 78 ( 5964) 
56 164 ( 5964) 
56 164 ( 5964) 
56 164 ( 5964) 
63 78 ( 5964) 
63 78 ( 5964) 
63 78 ( 5964) 
56 164 ( 5964) 
56 164 ( 5964) 
63 78 ( 5964) 
56 164 ( 5964) 
61 103 ( 5967) 
62 91 ( 5969) 
55 177 ( 5969) 
62 91 ( 5969) 
55 177 ( 5969) 
55 177 ( 5969) 
55 177 ( 5969) 
62 91 ( 5969) 
62 91 ( 5969) 
55 177 ( 5969) 
62 91 ( 5969) 
55 177 ( 5969) 
62 91 ( 5969) 
62 91 ( 5969) 
62 91 ( 5969) 
55 177 ( 5969) 
62 91 ( 5969) 
62 91 ( 5969) 
55 177 ( 5969) 
62 91 ( 5969) 
62 91 ( 5969) 
62 91 ( 5969) 
62 91 ( 5969) 
55 177 ( 5969) 
55 177 ( 5969) 
62 91 ( 5969) 
62 91 ( 5969) 
62 91 ( 5969) 
62 91 ( 5969) 
62 91 ( 5969) 
62 91 ( 5969) 
55 177 ( 5969) 
62 91 ( 5969) 
62 91 ( 5969) 
62 91 ( 5969) 
55 177 ( 5969) 
55 177 ( 5969) 
62 91 ( 5969) 
55 177 ( 5969) 
62 91 ( 5969) 
62 91 ( 5969) 
55 177 ( 5969) 
62 91 ( 5969) 
55 177 ( 5969) 
62 91 ( 5969) 
62 91 ( 5969) 
62 91 ( 5969) 
62 91 ( 5969) 
62 91 ( 5969) 
62 91 ( 5969) 
63 79 ( 5971) 
56 165 ( 5971) 
56 165 ( 5971) 
63 79 ( 5971) 
56 165 ( 5971) 
56 165 ( 5971) 
63 79 ( 5971) 
63 79 ( 5971) 
56 165 ( 5971) 
56 165 ( 5971) 
56 165 ( 5971) 
56 165 ( 5971) 
56 165 ( 5971) 
63 79 ( 5971) 
56 165 ( 5971) 
63 79 ( 5971) 
56 165 ( 5971) 
63 79 ( 5971) 
63 79 ( 5971) 
63 79 ( 5971) 
56 165 ( 5971) 
63 79 ( 5971) 
56 165 ( 5971) 
63 79 ( 5971) 
63 79 ( 5971) 
56 165 ( 5971) 
61 104 ( 5974) 
62 92 ( 5976) 
62 92 ( 5976) 
55 178 ( 5976) 
55 178 ( 5976) 
62 92 ( 5976) 
55 178 ( 5976) 
62 92 ( 5976) 
62 92 ( 5976) 
62 92 ( 5976) 
62 92 ( 5976) 
62 92 ( 5976) 
62 92 ( 5976) 
62 92 ( 5976) 
55 178 ( 5976) 
62 92 ( 5976) 
62 92 ( 5976) 
62 92 ( 5976) 
62 92 ( 5976) 
62 92 ( 5976) 
55 178 ( 5976) 
55 178 ( 5976) 
62 92 ( 5976) 
55 178 ( 5976) 
62 92 ( 5976) 
62 92 ( 5976) 
62 92 ( 5976) 
62 92 ( 5976) 
55 178 ( 5976) 
62 92 ( 5976) 
62 92 ( 5976) 
62 92 ( 5976) 
55 178 ( 5976) 
62 92 ( 5976) 
62 92 ( 5976) 
62 92 ( 5976) 
62 92 ( 5976) 
55 178 ( 5976) 
62 92 ( 5976) 
55 178 ( 5976) 
62 92 ( 5976) 
55 178 ( 5976) 
62 92 ( 5976) 
62 92 ( 5976) 
62 92 ( 5976) 
62 92 ( 5976) 
55 178 ( 5976) 
55 178 ( 5976) 
55 178 ( 5976) 
55 178 ( 5976) 
55 178 ( 5976) 
62 92 ( 5976) 
56 166 ( 5978) 
56 166 ( 5978) 
63 80 ( 5978) 
56 166 ( 5978) 
63 80 ( 5978) 
56 166 ( 5978) 
63 80 ( 5978) 
56 166 ( 5978) 
63 80 ( 5978) 
63 80 ( 5978) 
56 166 ( 5978) 
56 166 ( 5978) 
63 80 ( 5978) 
56 166 ( 5978) 
63 80 ( 5978) 
56 166 ( 5978) 
63 80 ( 5978) 
63 80 ( 5978) 
63 80 ( 5978) 
56 166 ( 5978) 
63 80 ( 5978) 
56 166 ( 5978) 
63 80 ( 5978) 
63 80 ( 5978) 
56 166 ( 5978) 
56 166 ( 5978) 
56 166 ( 5978) 
61 105 ( 5981) 
61 105 ( 5981) 
54 191 ( 5981) 
61 105 ( 5981) 
54 191 ( 5981) 
62 93 ( 5983) 
62 93 ( 5983) 
62 93 ( 5983) 
62 93 ( 5983) 
62 93 ( 5983) 
55 179 ( 5983) 
62 93 ( 5983) 
62 93 ( 5983) 
55 179 ( 5983) 
62 93 ( 5983) 
55 179 ( 5983) 
62 93 ( 5983) 
62 93 ( 5983) 
62 93 ( 5983) 
55 179 ( 5983) 
55 179 ( 5983) 
62 93 ( 5983) 
62 93 ( 5983) 
55 179 ( 5983) 
55 179 ( 5983) 
62 93 ( 5983) 
62 93 ( 5983) 
62 93 ( 5983) 
55 179 ( 5983) 
62 93 ( 5983) 
55 179 ( 5983) 
62 93 ( 5983) 
62 93 ( 5983) 
62 93 ( 5983) 
62 93 ( 5983) 
62 93 ( 5983) 
55 179 ( 5983) 
62 93 ( 5983) 
55 179 ( 5983) 
55 179 ( 5983) 
55 179 ( 5983) 
55 179 ( 5983) 
62 93 ( 5983) 
62 93 ( 5983) 
62 93 ( 5983) 
55 179 ( 5983) 
62 93 ( 5983) 
62 93 ( 5983) 
62 93 ( 5983) 
55 179 ( 5983) 
55 179 ( 5983) 
62 93 ( 5983) 
55 179 ( 5983) 
62 93 ( 5983) 
62 93 ( 5983) 
55 179 ( 5983) 
62 93 ( 5983) 
55 179 ( 5983) 
55 179 ( 5983) 
63 81 ( 5985) 
56 167 ( 5985) 
56 167 ( 5985) 
56 167 ( 5985) 
63 81 ( 5985) 
63 81 ( 5985) 
56 167 ( 5985) 
63 81 ( 5985) 
63 81 ( 5985) 
56 167 ( 5985) 
56 167 ( 5985) 
63 81 ( 5985) 
63 81 ( 5985) 
56 167 ( 5985) 
56 167 ( 5985) 
56 167 ( 5985) 
56 167 ( 5985) 
56 167 ( 5985) 
63 81 ( 5985) 
63 81 ( 5985) 
56 167 ( 5985) 
56 167 ( 5985) 
63 81 ( 5985) 
63 81 ( 5985) 
63 81 ( 5985) 
63 81 ( 5985) 
56 167 ( 5985) 
56 167 ( 5985) 
56 167 ( 5985) 
63 81 ( 5985) 
63 81 ( 5985) 
56 167 ( 5985) 
63 81 ( 5985) 
56 167 ( 5985) 
56 167 ( 5985) 
63 81 ( 5985) 
63 81 ( 5985) 
63 81 ( 5985) 
63 81 ( 5985) 
61 106 ( 5988) 
54 192 ( 5988) 
61 106 ( 5988) 
62 94 ( 5990) 
62 94 ( 5990) 
62 94 ( 5990) 
62 94 ( 5990) 
62 94 ( 5990) 
62 94 ( 5990) 
55 180 ( 5990) 
55 180 ( 5990) 
62 94 ( 5990) 
55 180 ( 5990) 
62 94 ( 5990) 
55 180 ( 5990) 
62 94 ( 5990) 
55 180 ( 5990) 
62 94 ( 5990) 
62 94 ( 5990) 
55 180 ( 5990) 
62 94 ( 5990) 
62 94 ( 5990) 
55 180 ( 5990) 
62 94 ( 5990) 
62 94 ( 5990) 
55 180 ( 5990) 
62 94 ( 5990) 
62 94 ( 5990) 
55 180 ( 5990) 
62 94 ( 5990) 
62 94 ( 5990) 
62 94 ( 5990) 
62 94 ( 5990) 
62 94 ( 5990) 
55 180 ( 5990) 
62 94 ( 5990) 
55 180 ( 5990) 
62 94 ( 5990) 
55 180 ( 5990) 
55 180 ( 5990) 
62 94 ( 5990) 
62 94 ( 5990) 
62 94 ( 5990) 
62 94 ( 5990) 
55 180 ( 5990) 
55 180 ( 5990) 
62 94 ( 5990) 
63 82 ( 5992) 
63 82 ( 5992) 
63 82 ( 5992) 
56 168 ( 5992) 
56 168 ( 5992) 
63 82 ( 5992) 
63 82 ( 5992) 
56 168 ( 5992) 
56 168 ( 5992) 
56 168 ( 5992) 
56 168 ( 5992) 
63 82 ( 5992) 
56 168 ( 5992) 
63 82 ( 5992) 
63 82 ( 5992) 
56 168 ( 5992) 
63 82 ( 5992) 
63 82 ( 5992) 
56 168 ( 5992) 
56 168 ( 5992) 
63 82 ( 5992) 
63 82 ( 5992) 
63 82 ( 5992) 
56 168 ( 5992) 
63 82 ( 5992) 
56 168 ( 5992) 
63 82 ( 5992) 
56 168 ( 5992) 
56 168 ( 5992) 
63 82 ( 5992) 
56 168 ( 5992) 
63 82 ( 5992) 
56 168 ( 5992) 
56 168 ( 5992) 
56 168 ( 5992) 
63 82 ( 5992) 
56 168 ( 5992) 
63 82 ( 5992) 
63 82 ( 5992) 
56 168 ( 5992) 
63 82 ( 5992) 
63 82 ( 5992) 
63 82 ( 5992) 
56 168 ( 5992) 
56 168 ( 5992) 
63 82 ( 5992) 
63 82 ( 5992) 
56 168 ( 5992) 
63 82 ( 5992) 
63 82 ( 5992) 
56 168 ( 5992) 
56 168 ( 5992) 
63 82 ( 5992) 
63 82 ( 5992) 
56 168 ( 5992) 
57 156 ( 5994) 
57 156 ( 5994) 
64 70 ( 5994) 
61 107 ( 5995) 
62 95 ( 5997) 
62 95 ( 5997) 
55 181 ( 5997) 
55 181 ( 5997) 
55 181 ( 5997) 
62 95 ( 5997) 
62 95 ( 5997) 
62 95 ( 5997) 
62 95 ( 5997) 
55 181 ( 5997) 
55 181 ( 5997) 
55 181 ( 5997) 
62 95 ( 5997) 
62 95 ( 5997) 
55 181 ( 5997) 
62 95 ( 5997) 
62 95 ( 5997) 
62 95 ( 5997) 
62 95 ( 5997) 
62 95 ( 5997) 
62 95 ( 5997) 
62 95 ( 5997) 
62 95 ( 5997) 
55 181 ( 5997) 
62 95 ( 5997) 
62 95 ( 5997) 
62 95 ( 5997) 
62 95 ( 5997) 
62 95 ( 5997) 
62 95 ( 5997) 
55 181 ( 5997) 
55 181 ( 5997) 
62 95 ( 5997) 
55 181 ( 5997) 
55 181 ( 5997) 
55 181 ( 5997) 
62 95 ( 5997) 
62 95 ( 5997) 
56 169 ( 5999) 
56 169 ( 5999) 
56 169 ( 5999) 
63 83 ( 5999) 
63 83 ( 5999) 
56 169 ( 5999) 
63 83 ( 5999) 
63 83 ( 5999) 
63 83 ( 5999) 
63 83 ( 5999) 
63 83 ( 5999) 
56 169 ( 5999) 
63 83 ( 5999) 
63 83 ( 5999) 
56 169 ( 5999) 
63 83 ( 5999) 
56 169 ( 5999) 
56 169 ( 5999) 
56 169 ( 5999) 
56 169 ( 5999) 
63 83 ( 5999) 
63 83 ( 5999) 
56 169 ( 5999) 
63 83 ( 5999) 
63 83 ( 5999) 
63 83 ( 5999) 
63 83 ( 5999) 
56 169 ( 5999) 
63 83 ( 5999) 
63 83 ( 5999) 
56 169 ( 5999) 
56 169 ( 5999) 
56 169 ( 5999) 
56 169 ( 5999) 
63 83 ( 5999) 
56 169 ( 5999) 
56 169 ( 5999) 
63 83 ( 5999) 
63 83 ( 5999) 
63 83 ( 5999) 
56 169 ( 5999) 
63 83 ( 5999) 
56 169 ( 5999) 
63 83 ( 5999) 
63 83 ( 5999) 
56 169 ( 5999) 
56 169 ( 5999) 
63 83 ( 5999) 
56 169 ( 5999) 
63 83 ( 5999) 
63 83 ( 5999) 
63 83 ( 5999) 
63 83 ( 5999) 
56 169 ( 5999) 
63 83 ( 5999) 
56 169 ( 5999) 
63 83 ( 5999) 
57 157 ( 6001)  terminou de analisar T
 fora de T e fora de T' - OK
OK - 1
it = 2
58 84 ( 574) 
60 77 ( 574) 
57 88 ( 575) 
59 81 ( 575)  dentro de T maisDistante = 60 81

58 85 ( 576) 
60 78 ( 576) 
57 89 ( 577) 
59 82 ( 577) 
60 79 ( 578) 
59 83 ( 579) 
59 83 ( 579) 
61 76 ( 579) 
58 87 ( 580) 
60 80 ( 580) 
59 84 ( 581) 
59 84 ( 581) 
59 84 ( 581) 
61 77 ( 581) 
61 77 ( 581) 
58 88 ( 582)  terminou de analisar T
it = 3
60 77 ( 728) 
64 70 ( 728) 
61 76 ( 731)  dentro de T maisDistante = 64 76

65 69 ( 731) 
60 78 ( 732) 
64 71 ( 732) 
61 77 ( 735) 
61 77 ( 735) 
65 70 ( 735) 
65 70 ( 735) 
60 79 ( 736) 
64 72 ( 736) 
63 74 ( 737)  dentro de T maisDistante = 63 76

59 81 ( 737) 
62 76 ( 738) 
62 76 ( 738) 
66 69 ( 738) 
66 69 ( 738) 
61 78 ( 739) 
61 78 ( 739) 
61 78 ( 739) 
65 71 ( 739) 
65 71 ( 739) 
65 71 ( 739) 
60 80 ( 740) 
64 73 ( 740) 
59 82 ( 741) 
63 75 ( 741) 
62 77 ( 742) 
58 84 ( 742) 
62 77 ( 742) 
66 70 ( 742) 
62 77 ( 742) 
66 70 ( 742) 
62 77 ( 742) 
66 70 ( 742) 
61 79 ( 743) 
61 79 ( 743) 
65 72 ( 743) 
65 72 ( 743) 
64 74 ( 744) 
60 81 ( 744) 
60 81 ( 744) 
64 74 ( 744) 
59 83 ( 745)  terminou de analisar T
 fora de T e fora de T' - OK
OK - 4
it = 5
65 69 ( 609) 
71 66 ( 609) 
64 70 ( 612) 
66 69 ( 612) 
66 69 ( 612) 
70 67 ( 612)  dentro de T maisDistante = 70 69

72 66 ( 612) 
65 70 ( 615) 
65 70 ( 615) 
67 69 ( 615) 
71 67 ( 615) 
64 71 ( 618) 
66 70 ( 618) 
66 70 ( 618) 
66 70 ( 618) 
70 68 ( 618) 
72 67 ( 618) 
68 69 ( 618) 
72 67 ( 618) 
74 66 ( 618) 
65 71 ( 621) 
65 71 ( 621) 
67 70 ( 621) 
67 70 ( 621) 
69 69 ( 621) 
71 68 ( 621) 
65 71 ( 621) 
67 70 ( 621) 
67 70 ( 621) 
71 68 ( 621) 
67 70 ( 621) 
73 67 ( 621) 
73 67 ( 621) 
69 69 ( 621) 
73 67 ( 621) 
75 66 ( 621) 
66 71 ( 624)  terminou de analisar T
it = 6
71 66 ( 736) 
80 64 ( 736) 
72 66 ( 738) 
81 64 ( 738) 
78 65 ( 741)  dentro de T maisDistante = 78 66

78 65 ( 741) 
87 63 ( 741) 
74 66 ( 742) 
83 64 ( 742) 
70 67 ( 743) 
79 65 ( 743) 
79 65 ( 743) 
75 66 ( 744) 
84 64 ( 744) 
71 67 ( 745) 
80 65 ( 745) 
80 65 ( 745) 
85 64 ( 746) 
72 67 ( 747) 
81 65 ( 747) 
81 65 ( 747) 
72 67 ( 747) 
81 65 ( 747) 
81 65 ( 747) 
81 65 ( 747) 
90 63 ( 747) 
77 66 ( 748) 
77 66 ( 748) 
86 64 ( 748) 
73 67 ( 749) 
73 67 ( 749) 
73 67 ( 749) 
82 65 ( 749) 
82 65 ( 749) 
82 65 ( 749) 
82 65 ( 749) 
87 64 ( 750)  terminou de analisar T
it = 7
80 64 ( 528) 
87 63 ( 528) 
81 64 ( 529) 
83 64 ( 531) 
90 63 ( 531) 
84 64 ( 532) 
71 66 ( 533) 
78 65 ( 533) 
78 65 ( 533) 
85 64 ( 533) 
79 65 ( 534) 
72 66 ( 534) 
86 64 ( 534) 
79 65 ( 534) 
80 65 ( 535)  terminou de analisar T
it = 8
87 63 ( 5673) 
166 55 ( 5673) 
80 64 ( 5696) 
159 56 ( 5696)  dentro de T maisDistante = 159 63

90 63 ( 5697) 
169 55 ( 5697) 
81 64 ( 5704) 
160 56 ( 5704) 
83 64 ( 5720) 
162 56 ( 5720) 
84 64 ( 5728) 
163 56 ( 5728) 
85 64 ( 5736) 
174 55 ( 5737) 
86 64 ( 5744) 
165 56 ( 5744) 
87 64 ( 5752) 
78 65 ( 5759) 
78 65 ( 5759) 
167 56 ( 5760) 
88 64 ( 5760) 
88 64 ( 5760) 
167 56 ( 5760) 
167 56 ( 5760) 
167 56 ( 5760) 
88 64 ( 5760) 
79 65 ( 5767) 
79 65 ( 5767) 
158 57 ( 5767)  dentro de T maisDistante = 158 63

89 64 ( 5768) 
89 64 ( 5768) 
168 56 ( 5768) 
89 64 ( 5768) 
168 56 ( 5768) 
168 56 ( 5768) 
168 56 ( 5768) 
80 65 ( 5775) 
80 65 ( 5775) 
159 57 ( 5775) 
90 64 ( 5776) 
71 66 ( 5782) 
160 57 ( 5783) 
81 65 ( 5783) 
81 65 ( 5783) 
160 57 ( 5783) 
81 65 ( 5783) 
81 65 ( 5783) 
81 65 ( 5783) 
91 64 ( 5784) 
170 56 ( 5784) 
170 56 ( 5784) 
72 66 ( 5790) 
82 65 ( 5791) 
82 65 ( 5791) 
161 57 ( 5791) 
82 65 ( 5791) 
161 57 ( 5791) 
161 57 ( 5791) 
82 65 ( 5791) 
92 64 ( 5792) 
92 64 ( 5792) 
171 56 ( 5792) 
171 56 ( 5792) 
83 65 ( 5799) 
83 65 ( 5799) 
162 57 ( 5799) 
162 57 ( 5799) 
83 65 ( 5799) 
172 56 ( 5800) 
74 66 ( 5806) 
84 65 ( 5807) 
84 65 ( 5807) 
163 57 ( 5807) 
84 65 ( 5807) 
173 56 ( 5808) 
75 66 ( 5814) 
85 65 ( 5815) 
164 57 ( 5815) 
174 56 ( 5816) 
165 57 ( 5823) 
86 65 ( 5823) 
86 65 ( 5823) 
86 65 ( 5823) 
86 65 ( 5823) 
165 57 ( 5823) 
165 57 ( 5823) 
86 65 ( 5823) 
165 57 ( 5823) 
165 57 ( 5823) 
175 56 ( 5824) 
77 66 ( 5830) 
77 66 ( 5830) 
87 65 ( 5831) 
166 57 ( 5831) 
87 65 ( 5831) 
166 57 ( 5831) 
87 65 ( 5831) 
166 57 ( 5831) 
87 65 ( 5831) 
87 65 ( 5831) 
166 57 ( 5831) 
166 57 ( 5831) 
176 56 ( 5832) 
176 56 ( 5832) 
78 66 ( 5838) 
167 57 ( 5839) 
88 65 ( 5839) 
88 65 ( 5839) 
167 57 ( 5839) 
88 65 ( 5839) 
88 65 ( 5839) 
167 57 ( 5839) 
79 66 ( 5846) 
158 58 ( 5846) 
79 66 ( 5846) 
79 66 ( 5846) 
79 66 ( 5846) 
79 66 ( 5846) 
158 58 ( 5846) 
79 66 ( 5846) 
158 58 ( 5846) 
168 57 ( 5847) 
89 65 ( 5847) 
89 65 ( 5847) 
89 65 ( 5847) 
89 65 ( 5847) 
168 57 ( 5847) 
89 65 ( 5847) 
168 57 ( 5847) 
168 57 ( 5847) 
89 65 ( 5847) 
168 57 ( 5847) 
168 57 ( 5847) 
89 65 ( 5847) 
70 67 ( 5853) 
80 66 ( 5854) 
80 66 ( 5854) 
80 66 ( 5854) 
80 66 ( 5854) 
159 58 ( 5854) 
159 58 ( 5854) 
80 66 ( 5854) 
159 58 ( 5854) 
80 66 ( 5854) 
80 66 ( 5854) 
80 66 ( 5854) 
80 66 ( 5854) 
169 57 ( 5855) 
90 65 ( 5855) 
169 57 ( 5855) 
90 65 ( 5855) 
169 57 ( 5855) 
90 65 ( 5855) 
169 57 ( 5855) 
90 65 ( 5855) 
169 57 ( 5855) 
90 65 ( 5855) 
169 57 ( 5855) 
169 57 ( 5855) 
169 57 ( 5855) 
90 65 ( 5855) 
71 67 ( 5861) 
81 66 ( 5862) 
81 66 ( 5862) 
81 66 ( 5862) 
81 66 ( 5862) 
81 66 ( 5862) 
81 66 ( 5862) 
81 66 ( 5862) 
160 58 ( 5862) 
160 58 ( 5862) 
160 58 ( 5862) 
91 65 ( 5863) 
91 65 ( 5863) 
91 65 ( 5863) 
91 65 ( 5863) 
170 57 ( 5863) 
170 57 ( 5863) 
170 57 ( 5863) 
170 57 ( 5863) 
91 65 ( 5863) 
72 67 ( 5869) 
72 67 ( 5869) 
82 66 ( 5870) 
82 66 ( 5870) 
82 66 ( 5870) 
82 66 ( 5870) 
82 66 ( 5870) 
82 66 ( 5870) 
82 66 ( 5870) 
161 58 ( 5870) 
82 66 ( 5870) 
161 58 ( 5870) 
82 66 ( 5870) 
161 58 ( 5870) 
161 58 ( 5870) 
161 58 ( 5870) 
82 66 ( 5870) 
161 58 ( 5870) 
171 57 ( 5871) 
92 65 ( 5871) 
92 65 ( 5871) 
171 57 ( 5871) 
73 67 ( 5877) 
73 67 ( 5877) 
73 67 ( 5877) 
162 58 ( 5878) 
162 58 ( 5878) 
83 66 ( 5878) 
162 58 ( 5878) 
162 58 ( 5878) 
83 66 ( 5878) 
162 58 ( 5878) 
83 66 ( 5878) 
83 66 ( 5878) 
83 66 ( 5878) 
83 66 ( 5878) 
83 66 ( 5878) 
83 66 ( 5878) 
83 66 ( 5878) 
83 66 ( 5878) 
93 65 ( 5879) 
172 57 ( 5879) 
172 57 ( 5879) 
172 57 ( 5879) 
172 57 ( 5879) 
74 67 ( 5885) 
74 67 ( 5885) 
74 67 ( 5885) 
153 59 ( 5885)  dentro de T maisDistante = 153 63

84 66 ( 5886) 
163 58 ( 5886) 
84 66 ( 5886) 
84 66 ( 5886) 
84 66 ( 5886) 
84 66 ( 5886) 
84 66 ( 5886) 
163 58 ( 5886) 
84 66 ( 5886) 
163 58 ( 5886) 
163 58 ( 5886) 
173 57 ( 5887) 
173 57 ( 5887) 
94 65 ( 5887) 
94 65 ( 5887) 
173 57 ( 5887) 
173 57 ( 5887) 
173 57 ( 5887) 
75 67 ( 5893) 
75 67 ( 5893) 
154 59 ( 5893) 
75 67 ( 5893) 
154 59 ( 5893) 
164 58 ( 5894) 
