Fim da primeira fase ... 
0
contador = 9
it = 0
120 211 ( 12256) 
120 211 ( 12256) 
120 211 ( 12256) 
120 211 ( 12256) 
120 211 ( 12256) 
120 211 ( 12256) 
120 211 ( 12256) 
120 211 ( 12256) 
120 211 ( 12256) 
120 211 ( 12256) 
120 211 ( 12256) 
120 211 ( 12256) 
136 137 ( 12256) 
136 137 ( 12256) 
120 211 ( 12256) 
120 211 ( 12256) 
120 211 ( 12256) 
120 211 ( 12256) 
120 211 ( 12256) 
136 137 ( 12256) 
120 211 ( 12256) 
120 211 ( 12256) 
120 211 ( 12256) 
120 211 ( 12256) 
120 211 ( 12256) 
120 211 ( 12256) 
120 211 ( 12256) 
120 211 ( 12256) 
136 137 ( 12256) 
120 211 ( 12256) 
120 211 ( 12256) 
120 211 ( 12256) 
120 211 ( 12256) 
120 211 ( 12256) 
120 211 ( 12256) 
120 211 ( 12256) 
120 211 ( 12256) 
120 211 ( 12256) 
120 211 ( 12256) 
120 211 ( 12256) 
120 211 ( 12256) 
120 211 ( 12256) 
120 211 ( 12256) 
117 225 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
117 225 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
133 151 ( 12258) 
